id,isbn,title,edition,author,image,price,url,courses/0/id,courses/0/code,courses/0/requirement,courses/0/meeting_sections/0/code,courses/0/meeting_sections/0/instructors/0,courses/1/id,courses/1/code,courses/1/requirement,courses/1/meeting_sections/0/code,courses/1/meeting_sections/0/instructors/0,courses/0/meeting_sections/1/code,courses/0/meeting_sections/1/instructors/0,courses/0/meeting_sections/2/code,courses/0/meeting_sections/3/code,courses/0/meeting_sections/3/instructors/0,courses/1/meeting_sections/1/code,courses/1/meeting_sections/1/instructors/0,courses/0/meeting_sections/2/instructors/0,courses/2/id,courses/2/code,courses/2/requirement,courses/2/meeting_sections/0/code,courses/2/meeting_sections/0/instructors/0,courses/3/id,courses/3/code,courses/3/requirement,courses/3/meeting_sections/0/code,courses/3/meeting_sections/0/instructors/0,courses/1/meeting_sections/2/code,courses/1/meeting_sections/2/instructors/0,courses/0/meeting_sections/4/code,courses/0/meeting_sections/4/instructors/0,courses/0/meeting_sections/5/code,courses/0/meeting_sections/5/instructors/0,courses/0/meeting_sections/6/code,courses/0/meeting_sections/6/instructors/0,courses/0/meeting_sections/7/code,courses/0/meeting_sections/7/instructors/0,courses/0/meeting_sections/8/code,courses/0/meeting_sections/8/instructors/0,courses/0/meeting_sections/9/code,courses/0/meeting_sections/9/instructors/0,courses/0/meeting_sections/10/code,courses/0/meeting_sections/10/instructors/0,courses/1/meeting_sections/3/code,courses/1/meeting_sections/3/instructors/0,courses/1/meeting_sections/4/code,courses/1/meeting_sections/4/instructors/0,courses/1/meeting_sections/5/code,courses/1/meeting_sections/5/instructors/0,courses/1/meeting_sections/6/code,courses/1/meeting_sections/6/instructors/0,courses/1/meeting_sections/7/code,courses/1/meeting_sections/7/instructors/0,courses/2/meeting_sections/1/code,courses/2/meeting_sections/1/instructors/0,courses/3/meeting_sections/1/code,courses/3/meeting_sections/1/instructors/0,courses/3/meeting_sections/2/code,courses/3/meeting_sections/2/instructors/0,courses/3/meeting_sections/3/code,courses/3/meeting_sections/3/instructors/0,courses/3/meeting_sections/4/code,courses/3/meeting_sections/4/instructors/0,courses/2/meeting_sections/2/code,courses/2/meeting_sections/2/instructors/0,courses/2/meeting_sections/3/code,courses/2/meeting_sections/3/instructors/0,courses/2/meeting_sections/4/code,courses/2/meeting_sections/4/instructors/0,courses/2/meeting_sections/5/code,courses/2/meeting_sections/5/instructors/0,courses/2/meeting_sections/6/code,courses/2/meeting_sections/6/instructors/0,courses/2/meeting_sections/7/code,courses/2/meeting_sections/7/instructors/0,courses/2/meeting_sections/8/code,courses/2/meeting_sections/8/instructors/0,courses/2/meeting_sections/9/code,courses/2/meeting_sections/10/code,courses/2/meeting_sections/10/instructors/0,courses/4/id,courses/4/code,courses/4/requirement,courses/4/meeting_sections/0/code,courses/4/meeting_sections/0/instructors/0,courses/5/id,courses/5/code,courses/5/requirement,courses/5/meeting_sections/0/code,courses/5/meeting_sections/0/instructors/0,courses/5/meeting_sections/1/code,courses/5/meeting_sections/1/instructors/0,courses/5/meeting_sections/2/code,courses/5/meeting_sections/2/instructors/0,courses/5/meeting_sections/3/code,courses/5/meeting_sections/3/instructors/0,courses/5/meeting_sections/4/code,courses/5/meeting_sections/4/instructors/0,courses/6/id,courses/6/code,courses/6/requirement,courses/6/meeting_sections/0/code,courses/6/meeting_sections/0/instructors/0,courses/7/id,courses/7/code,courses/7/requirement,courses/7/meeting_sections/0/code,courses/7/meeting_sections/0/instructors/0,courses/7/meeting_sections/1/code,courses/7/meeting_sections/1/instructors/0,courses/7/meeting_sections/2/code,courses/7/meeting_sections/2/instructors/0,courses/8/id,courses/8/code,courses/8/requirement,courses/8/meeting_sections/0/code,courses/8/meeting_sections/0/instructors/0,courses/9/id,courses/9/code,courses/9/requirement,courses/9/meeting_sections/0/code,courses/9/meeting_sections/0/instructors/0,courses/10/id,courses/10/code,courses/10/requirement,courses/10/meeting_sections/0/code,courses/10/meeting_sections/0/instructors/0,courses/10/meeting_sections/1/code,courses/10/meeting_sections/1/instructors/0,courses/10/meeting_sections/2/code,courses/10/meeting_sections/2/instructors/0,courses/11/id,courses/11/code,courses/11/requirement,courses/11/meeting_sections/0/code,courses/11/meeting_sections/0/instructors/0,courses/12/id,courses/12/code,courses/12/requirement,courses/12/meeting_sections/0/code,courses/12/meeting_sections/0/instructors/0,courses/0/meeting_sections/11/code,courses/0/meeting_sections/11/instructors/0,courses/0/meeting_sections/12/code,courses/0/meeting_sections/12/instructors/0,courses/0/meeting_sections/13/code,courses/0/meeting_sections/14/code,courses/0/meeting_sections/14/instructors/0,courses/0/meeting_sections/15/code,courses/0/meeting_sections/15/instructors/0,courses/0/meeting_sections/16/code,courses/0/meeting_sections/16/instructors/0
11210160,9781551114798,Northanger Abbey (Ed: Grogan),2,Austen,http://uoftbookstore.com/cover_image.asp?Key=9781551114798&Size=L&p=1,17.3,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11210160,ENG3066HF20189,ENG3066HF,required,L0101,H Alex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11211648,9780771016448,Thirsty,1,"Brand, Dionne",http://uoftbookstore.com/cover_image.asp?Key=9780771016448&Size=L&p=1,16.8,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11211648,ENG356Y1Y20189,ENG356Y1Y,required,L5101,C George Elliott,ENG5901HF20189,ENG5901HF,required,L0101,C George Elliott,,,,,,,,,ENGD58H3F20189,ENGD58H3F,required,L01,F RYAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219781,9780345376718,Autobiography Of Malcolm X (Ed: Haley),1,Malcolm X,http://uoftbookstore.com/cover_image.asp?Key=9780345376718&Size=L&p=1,15.4,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11219781,ENG5901HF20189,ENG5901HF,required,L0101,C George Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219866,9780374523503,Omeros,1,Walcott,http://uoftbookstore.com/cover_image.asp?Key=9780374523503&Size=L&p=1,20,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11219866,ENG5901HF20189,ENG5901HF,required,L0101,C George Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11220206,9780878202171,Jew In The Medieval World,4,Marcus,http://uoftbookstore.com/cover_image.asp?Key=9780878202171&Size=L&p=1,32.8,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11220206,HIS208Y1Y20189,HIS208Y1Y,required,L0101,Y ORI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11222712,9780195052893,Selected Subaltern Studies,1,Guha,http://uoftbookstore.com/cover_image.asp?Key=9780195052893&Size=L&p=1,39.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11222712,HIS282Y1Y20189,HIS282Y1Y,required,L0101,D Prashanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11238881,9782742770991,Belles-Soeurs,1,"Tremblay, M",http://uoftbookstore.com/cover_image.asp?Key=9782742770991&Size=L&p=1,14.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11238881,FREB37H3F20189,FREB37H3F,required,L01,R Pascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11242475,9780195422887,Making A Difference:Anthology Of Ethnic Cana,2,"Kamboureli, Smaro",http://uoftbookstore.com/cover_image.asp?Key=9780195422887&Size=L&p=1,105,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11242475,ENG424H5F20189,ENG424H5F,required,L0101,H Colin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11242536,9780231071338,Roman Civilization: Sel Rdg Vol Ii: Empire,3,Lewis,http://uoftbookstore.com/cover_image.asp?Key=9780231071338&Size=L&p=1,90.3,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11242536,CLA368H1F20189,CLA368H1F,required,L0101,D Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11244851,9780226518824,Liberalism And Empire,1,"Mehta, U",http://uoftbookstore.com/cover_image.asp?Key=9780226518824&Size=L&p=1,43,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11244851,HIS470H1F20189,HIS470H1F,required,L0101,B Ritu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11247159,9780131471221,"Probability, Statistics & Random Processes For Elec Eng",3,Leon-Garcia,http://uoftbookstore.com/cover_image.asp?Key=9780131471221&Size=L&p=1,203.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11247159,ECE302H1F20189,ECE302H1F,required,L0101,P Konstantinos,ECE537H1F20189,ECE537H1F,required,L0101,V Shahrokh,L0102,P Konstantinos,L0103,,,,,M Arin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250692,9783499103001,Verwirrungen Des Zoeglings Toerless,1,"Musil, R",http://uoftbookstore.com/cover_image.asp?Key=9783499103001&Size=L&p=1,15.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11250692,GER1661HF20189,GER1661HF,required,L0101,Z John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252085,9781400082773,Dreams From My Father,14,"Obama, B",http://uoftbookstore.com/cover_image.asp?Key=9781400082773&Size=L&p=1,19.25,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11252085,ENG5901HF20189,ENG5901HF,required,L0101,C George Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252849,9781583670255,Discourse On Colonialism New Ed,1,Cesaire,http://uoftbookstore.com/cover_image.asp?Key=9781583670255&Size=L&p=1,18.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11252849,ENG484H1F20189,ENG484H1F,required,L0201,M Rijuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11253921,9780393979503,C Programming 2E,2,King,http://uoftbookstore.com/cover_image.asp?Key=9780393979503&Size=L&p=1,168.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11253921,CSC209H1F20189,CSC209H1F,recommended,L0101,C Michelle,,,,,,L0201,C Michelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11258964,9780807854488,At America's Gates,1,Lee,http://uoftbookstore.com/cover_image.asp?Key=9780807854488&Size=L&p=1,60,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11258964,HISD35H3F20189,HISD35H3F,required,L01,K Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11259817,9780807014172,One-Dimensional Man,1,"Marcuse, H",http://uoftbookstore.com/cover_image.asp?Key=9780807014172&Size=L&p=1,28.8,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11259817,POL484Y5Y20189,POL484Y5Y,required,L0101,L Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262435,9783540761976,Elementary Number Theory (Pod),1,Jones (Pod),http://uoftbookstore.com/cover_image.asp?Key=9783540761976&Size=L&p=1,54.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11262435,MAT315H1F20189,MAT315H1F,required,L0101,K Stephen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11265214,9780495110811,Mathematical Statistics With Applications 7E,7,Wackerly  Txt,http://uoftbookstore.com/cover_image.asp?Key=9780495110811&Size=L&p=1,194.7,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11265214,ECO227Y1Y20189,ECO227Y1Y,alternate,L0101,M Ismael,ECO227Y5S20189,ECO227Y5S,required,L0101,O HAKAN,,,,,,,,,STA258H5F20189,STA258H5F,required,L0101,W Alison,STA302H5F20189,STA302H5F,required,L0101,N Alvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11265863,9780300035926,Art Of Political Manipulation,1,"Riker, W",http://uoftbookstore.com/cover_image.asp?Key=9780300035926&Size=L&p=1,34.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11265863,POLC65H3F20189,POLC65H3F,recommended,L01,L Renan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11273035,9780415281133,Introduction To Medieval Philosophy,1,"Marenbon, John",http://uoftbookstore.com/cover_image.asp?Key=9780415281133&Size=L&p=1,47.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11273035,MST3301HF20189,MST3301HF,recommended,L0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11279082,9781405116527,Structural Analysis And Synthesis,3,Rowland  (Looseleaf),http://uoftbookstore.com/cover_image.asp?Key=9781405116527&Size=L&p=1,100,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11279082,ESS241H1F20189,ESS241H1F,required,L0101,G Rebecca,ESS441H1F20189,ESS441H1F,optional,L0101,G Rebecca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11279532,9780716749516,Structural Geology,2,Twiss,http://uoftbookstore.com/cover_image.asp?Key=9780716749516&Size=L&p=1,223.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11279532,ESS441H1F20189,ESS441H1F,required,L0101,G Rebecca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11294245,9780820467597,German Quickly,1,"Wilson, A",http://uoftbookstore.com/cover_image.asp?Key=9780820467597&Size=L&p=1,63.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11294245,GER6000HF20189,GER6000HF,required,L0101,B Erol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11383871,9780495385066,Mathematical Statistics With Applications 7E Ssm,7,Wackerly  Ssm,http://uoftbookstore.com/cover_image.asp?Key=9780495385066&Size=L&p=1,81.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11383871,ECO227Y1Y20189,ECO227Y1Y,optional,L0101,M Ismael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11387992,9780495427827,Mathematical Statistics With Applications 7E Pkg,7,Wackerly  Pkg,http://uoftbookstore.com/cover_image.asp?Key=9780495427827&Size=L&p=1,199.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11387992,ECO227Y1Y20189,ECO227Y1Y,required,L0101,M Ismael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388623,9780140268300,Portable American Realism Reader,1,"Nagel, J/Quirk",http://uoftbookstore.com/cover_image.asp?Key=9780140268300&Size=L&p=1,19.6,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11388623,ENGC91H3F20189,ENGC91H3F,required,L01,M Alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392156,9780061244186,Odyssey Of Homer,2,Homer (Lattimore),http://uoftbookstore.com/cover_image.asp?Key=9780061244186&Size=L&p=1,18.65,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11392156,ENGB30H3F20189,ENGB30H3F,required,L01,W Laura Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396246,9780872200944,Protagoras (Trans: Lombardo),1,Plato,http://uoftbookstore.com/cover_image.asp?Key=9780872200944&Size=L&p=1,15.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11396246,PHL200Y1Y20189,PHL200Y1Y,required,L0101,G Jessica,PHL202H5F20189,PHL202H5F,required,L0101,A James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11410836,9780676974256,Penelopiad: Myth Of Penelope And Odysseus,1,Atwood,http://uoftbookstore.com/cover_image.asp?Key=9780676974256&Size=L&p=1,16.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11410836,CCR199H1FL014120189,CCR199H1FL0141,required,1,B J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11410997,9780771034701,Tales From Firozsha Baag Ncl,1,"Mistry, Rohinton",http://uoftbookstore.com/cover_image.asp?Key=9780771034701&Size=L&p=1,12.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11410997,ENG213H1F20189,ENG213H1F,required,L0101,L Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11425991,9780470054567,Partial Differential Equations 2E,2,Strauss  Txt,http://uoftbookstore.com/cover_image.asp?Key=9780470054567&Size=L&p=1,254.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11425991,APM346H1F20189,APM346H1F,alternate,L5101,S Catherine,MAT351Y1Y20189,MAT351Y1Y,alternate,L0101,B Almut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11440567,9780887275388,Chinese Odyssey V1 Txt (Simple & Traditional),1,Wang V - Txt S&T;,http://uoftbookstore.com/cover_image.asp?Key=9780887275388&Size=L&p=1,50.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11440567,EAS100Y1Y20189,EAS100Y1Y,required,L0101,R Hsiao-Wei,EAS101Y1Y20189,EAS101Y1Y,required,L0101,L YANFEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11440772,9780887275395,Chinese Odyssey V1 Wkbk (Simple & Traditional),1,Wang V - -Wkbk,http://uoftbookstore.com/cover_image.asp?Key=9780887275395&Size=L&p=1,40.25,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11440772,EAS100Y1Y20189,EAS100Y1Y,required,L0101,R Hsiao-Wei,EAS101Y1Y20189,EAS101Y1Y,required,L0101,L YANFEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11445227,9780375757990,Basic Works Of Aristotle (Intro: Reeve),1,Aristotle,http://uoftbookstore.com/cover_image.asp?Key=9780375757990&Size=L&p=1,18.65,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11445227,PHL200Y1Y20189,PHL200Y1Y,required,L0101,G Jessica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11455967,9780198721284,Aeneid Book 6,1,Virgil (Ed. Austin),http://uoftbookstore.com/cover_image.asp?Key=9780198721284&Size=L&p=1,88.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11455967,LAT350H1F20189,LAT350H1F,required,L0101,D Michael,LAT450H1F20189,LAT450H1F,required,L0101,D Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11456148,9780773533240,Torontonians,1,Young,http://uoftbookstore.com/cover_image.asp?Key=9780773533240&Size=L&p=1,24.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11456148,CDN218H1F20189,CDN218H1F,required,L0101,L Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11456346,9781552451960,Girls Fall Down,1,"Helwig, Maggie",http://uoftbookstore.com/cover_image.asp?Key=9781552451960&Size=L&p=1,17.4,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11456346,CDN218H1F20189,CDN218H1F,required,L0101,L Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11459019,9780140147391,Journey Through Genius,1,Dunham,http://uoftbookstore.com/cover_image.asp?Key=9780140147391&Size=L&p=1,17.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11459019,HPS390H1F20189,HPS390H1F,required,L0101,F Craig,MAT390H1F20189,MAT390H1F,required,L0101,F Craig,,,,,,,,,MATC90H3F20189,MATC90H3F,required,L01,G Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
