id,isbn,title,edition,author,image,price,url,courses/0/id,courses/0/code,courses/0/requirement,courses/0/meeting_sections/0/code,courses/0/meeting_sections/0/instructors/0,courses/1/id,courses/1/code,courses/1/requirement,courses/1/meeting_sections/0/code,courses/1/meeting_sections/0/instructors/0,courses/0/meeting_sections/1/code,courses/0/meeting_sections/1/instructors/0,courses/0/meeting_sections/2/code,courses/0/meeting_sections/3/code,courses/0/meeting_sections/3/instructors/0,courses/1/meeting_sections/1/code,courses/1/meeting_sections/1/instructors/0,courses/0/meeting_sections/2/instructors/0,courses/2/id,courses/2/code,courses/2/requirement,courses/2/meeting_sections/0/code,courses/2/meeting_sections/0/instructors/0,courses/3/id,courses/3/code,courses/3/requirement,courses/3/meeting_sections/0/code,courses/3/meeting_sections/0/instructors/0,courses/1/meeting_sections/2/code,courses/1/meeting_sections/2/instructors/0,courses/0/meeting_sections/4/code,courses/0/meeting_sections/4/instructors/0,courses/0/meeting_sections/5/code,courses/0/meeting_sections/5/instructors/0,courses/0/meeting_sections/6/code,courses/0/meeting_sections/6/instructors/0,courses/0/meeting_sections/7/code,courses/0/meeting_sections/7/instructors/0,courses/0/meeting_sections/8/code,courses/0/meeting_sections/8/instructors/0,courses/0/meeting_sections/9/code,courses/0/meeting_sections/9/instructors/0,courses/0/meeting_sections/10/code,courses/0/meeting_sections/10/instructors/0,courses/1/meeting_sections/3/code,courses/1/meeting_sections/3/instructors/0,courses/1/meeting_sections/4/code,courses/1/meeting_sections/4/instructors/0,courses/1/meeting_sections/5/code,courses/1/meeting_sections/5/instructors/0,courses/1/meeting_sections/6/code,courses/1/meeting_sections/6/instructors/0,courses/1/meeting_sections/7/code,courses/1/meeting_sections/7/instructors/0,courses/2/meeting_sections/1/code,courses/2/meeting_sections/1/instructors/0,courses/3/meeting_sections/1/code,courses/3/meeting_sections/1/instructors/0,courses/3/meeting_sections/2/code,courses/3/meeting_sections/2/instructors/0,courses/3/meeting_sections/3/code,courses/3/meeting_sections/3/instructors/0,courses/3/meeting_sections/4/code,courses/3/meeting_sections/4/instructors/0,courses/2/meeting_sections/2/code,courses/2/meeting_sections/2/instructors/0,courses/2/meeting_sections/3/code,courses/2/meeting_sections/3/instructors/0,courses/2/meeting_sections/4/code,courses/2/meeting_sections/4/instructors/0,courses/2/meeting_sections/5/code,courses/2/meeting_sections/5/instructors/0,courses/2/meeting_sections/6/code,courses/2/meeting_sections/6/instructors/0,courses/2/meeting_sections/7/code,courses/2/meeting_sections/7/instructors/0,courses/2/meeting_sections/8/code,courses/2/meeting_sections/8/instructors/0,courses/2/meeting_sections/9/code,courses/2/meeting_sections/10/code,courses/2/meeting_sections/10/instructors/0,courses/4/id,courses/4/code,courses/4/requirement,courses/4/meeting_sections/0/code,courses/4/meeting_sections/0/instructors/0,courses/5/id,courses/5/code,courses/5/requirement,courses/5/meeting_sections/0/code,courses/5/meeting_sections/0/instructors/0,courses/5/meeting_sections/1/code,courses/5/meeting_sections/1/instructors/0,courses/5/meeting_sections/2/code,courses/5/meeting_sections/2/instructors/0,courses/5/meeting_sections/3/code,courses/5/meeting_sections/3/instructors/0,courses/5/meeting_sections/4/code,courses/5/meeting_sections/4/instructors/0,courses/6/id,courses/6/code,courses/6/requirement,courses/6/meeting_sections/0/code,courses/6/meeting_sections/0/instructors/0,courses/7/id,courses/7/code,courses/7/requirement,courses/7/meeting_sections/0/code,courses/7/meeting_sections/0/instructors/0,courses/7/meeting_sections/1/code,courses/7/meeting_sections/1/instructors/0,courses/7/meeting_sections/2/code,courses/7/meeting_sections/2/instructors/0,courses/8/id,courses/8/code,courses/8/requirement,courses/8/meeting_sections/0/code,courses/8/meeting_sections/0/instructors/0,courses/9/id,courses/9/code,courses/9/requirement,courses/9/meeting_sections/0/code,courses/9/meeting_sections/0/instructors/0,courses/10/id,courses/10/code,courses/10/requirement,courses/10/meeting_sections/0/code,courses/10/meeting_sections/0/instructors/0,courses/10/meeting_sections/1/code,courses/10/meeting_sections/1/instructors/0,courses/10/meeting_sections/2/code,courses/10/meeting_sections/2/instructors/0,courses/11/id,courses/11/code,courses/11/requirement,courses/11/meeting_sections/0/code,courses/11/meeting_sections/0/instructors/0,courses/12/id,courses/12/code,courses/12/requirement,courses/12/meeting_sections/0/code,courses/12/meeting_sections/0/instructors/0,courses/0/meeting_sections/11/code,courses/0/meeting_sections/11/instructors/0,courses/0/meeting_sections/12/code,courses/0/meeting_sections/12/instructors/0,courses/0/meeting_sections/13/code,courses/0/meeting_sections/14/code,courses/0/meeting_sections/14/instructors/0,courses/0/meeting_sections/15/code,courses/0/meeting_sections/15/instructors/0,courses/0/meeting_sections/16/code,courses/0/meeting_sections/16/instructors/0
11060581,9780140447606,Democracy In America And Two Weeks In The Wi,20,"De Tocqueville, Alex",http://uoftbookstore.com/cover_image.asp?Key=9780140447606&Size=L&p=1,16.7,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11060581,POLB72H3F20189,POLB72H3F,required,L01,S Torrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11061540,9780471164333,Quantum Mechanics Vol I,1,Cohen-Tannoudj,http://uoftbookstore.com/cover_image.asp?Key=9780471164333&Size=L&p=1,210,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11061540,PHY356H1F20189,PHY356H1F,required,L0101,L Michael,,,,,,L2001,L Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11076759,9780978323509,Hadithi Njoo,1,"Almasi, O",http://uoftbookstore.com/cover_image.asp?Key=9780978323509&Size=L&p=1,50,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11076759,NEW280Y1Y20189,NEW280Y1Y,required,L0101,A Oswald,NEW380Y1Y20189,NEW380Y1Y,required,L0101,A Oswald,L0201,A Oswald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11087168,9780859897341,Wace's Roman De Brut,1,"Weiss, J",http://uoftbookstore.com/cover_image.asp?Key=9780859897341&Size=L&p=1,46.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11087168,MST3163HF20189,MST3163HF,required,L0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11087960,9780674003996,Intention,1,Anscombe,http://uoftbookstore.com/cover_image.asp?Key=9780674003996&Size=L&p=1,38.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11087960,PHL341H5F20189,PHL341H5F,required,L0101,C Philip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11093558,9780415254083,Tractatus Logico-Philosophicus,2,"Wittgenstein, L",http://uoftbookstore.com/cover_image.asp?Key=9780415254083&Size=L&p=1,34.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11093558,PHL325H1F20189,PHL325H1F,required,L0101,S David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11096559,9780141441160,Passage To India,20,"Forster, E.M.",http://uoftbookstore.com/cover_image.asp?Key=9780141441160&Size=L&p=1,17.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11096559,ENG270H1F20189,ENG270H1F,required,L0101,M Rijuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11099390,9780676975284,Black Bird,1,"Basilieres, M",http://uoftbookstore.com/cover_image.asp?Key=9780676975284&Size=L&p=1,19.6,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11099390,CDN202H1F20189,CDN202H1F,required,L0101,S Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100287,9780393317619,Country Without A Post Office,1,Ali,http://uoftbookstore.com/cover_image.asp?Key=9780393317619&Size=L&p=1,18.4,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11100287,ENGB19H3F20189,ENGB19H3F,required,L01,K Neil ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11101598,9782070368167,Rhinoceros,1,"Ionesco, E",http://uoftbookstore.com/cover_image.asp?Key=9782070368167&Size=L&p=1,15.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11101598,FREB50H3F20189,FREB50H3F,required,L01,D Sebastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11103707,9780375724428,Stories Of John Cheever,1,Cheever,http://uoftbookstore.com/cover_image.asp?Key=9780375724428&Size=L&p=1,18.7,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11103707,ENG213H1F20189,ENG213H1F,required,L0101,L Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11105220,9781891389221,Classical Mechanics,1,"Taylor, John R.",http://uoftbookstore.com/cover_image.asp?Key=9781891389221&Size=L&p=1,183.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11105220,PHY254H1F20189,PHY254H1F,required,L0101,S Ruxandra Mihaela,PHYC54H3F20189,PHYC54H3F,required,L01,B Johann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11109792,9780872200166,Gorgias,1,Plato,http://uoftbookstore.com/cover_image.asp?Key=9780872200166&Size=L&p=1,11.3,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11109792,SAT2707HF20189,SAT2707HF,required,L0101,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11113119,9780199283279,A Brief History Of Neoliberalism,1,"Harvey, D",http://uoftbookstore.com/cover_image.asp?Key=9780199283279&Size=L&p=1,24.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11113119,POL2408HF20189,POL2408HF,required,L0101,S Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11122289,9780195162110,Data Analysis For Chemistry,1,Hibbert (Pod -Nr),http://uoftbookstore.com/cover_image.asp?Key=9780195162110&Size=L&p=1,26.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11122289,CHM217H1F20189,CHM217H1F,recommended,L0101,S David Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11123316,9780143050322,Penguin History Of Canada,1,Bothwell,http://uoftbookstore.com/cover_image.asp?Key=9780143050322&Size=L&p=1,21.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11123316,HIS311Y1Y20189,HIS311Y1Y,required,L0101,B Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124542,9780859896023,"Nazism 1919-1945: Foreign Policy, War & Racial Extermination V3",1,"Noakes, J/Pridham",http://uoftbookstore.com/cover_image.asp?Key=9780859896023&Size=L&p=1,40.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11124542,HIS338H1F20189,HIS338H1F,required,L0101,B DORIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11124610,9780889628168,Resistance And Survival,1,"Ginaite-Rubinson, S",http://uoftbookstore.com/cover_image.asp?Key=9780889628168&Size=L&p=1,24.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11124610,HIS338H1F20189,HIS338H1F,required,L0101,B DORIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11129684,9781589011496,Al-Kitaab Part Three (W/ Dvd And Cd) - Wkbk 1E,1,Brustad Part Three,http://uoftbookstore.com/cover_image.asp?Key=9781589011496&Size=L&p=1,91.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11129684,NML410Y1Y20189,NML410Y1Y,required,L0101,A Abdel-Khalig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11133698,9780393979787,Norton Anthology Of Modern & Contemporary Poetry (Set-Vol 1 & Vol 2),3,Ramazani,http://uoftbookstore.com/cover_image.asp?Key=9780393979787&Size=L&p=1,110,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11133698,ENG350H5F20189,ENG350H5F,required,L0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11135784,9780679724636,Autobiography Of Alice B Toklas,1,Stein,http://uoftbookstore.com/cover_image.asp?Key=9780679724636&Size=L&p=1,17.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11135784,ENG350H5F20189,ENG350H5F,required,L0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11135807,9780679728870,Lost Lady,1,Cather,http://uoftbookstore.com/cover_image.asp?Key=9780679728870&Size=L&p=1,14,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11135807,ENG250H1F20189,ENG250H1F,required,L0101,A Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11138860,9780387989310,Advanced Mathematical Methods For Scientists & Engineers,1,Bender & Orszag,http://uoftbookstore.com/cover_image.asp?Key=9780387989310&Size=L&p=1,131.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11138860,MAT1507HF20189,MAT1507HF,required,L0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11139478,9780898713619,Numerical Linear Algebra,1,Trefethen & Bau,http://uoftbookstore.com/cover_image.asp?Key=9780898713619&Size=L&p=1,68.45,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11139478,MAT1750HF20189,MAT1750HF,required,L0101,S Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11142898,9780486676203,Partial Differential Equations For Scientists & Engineers,1,"Farlow, Stanley",http://uoftbookstore.com/cover_image.asp?Key=9780486676203&Size=L&p=1,24.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11142898,MIE563H1F20189,MIE563H1F,required,L0101,S David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11144489,9780451530455,Picture Of Dorian Gray & Three Stories,1,Wilde,http://uoftbookstore.com/cover_image.asp?Key=9780451530455&Size=L&p=1,5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11144489,ENGA10H3F20189,ENGA10H3F,required,L01,L Garry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11144502,9780451530417,Dubliners,20,"Joyce, James",http://uoftbookstore.com/cover_image.asp?Key=9780451530417&Size=L&p=1,6.65,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11144502,ENGA10H3F20189,ENGA10H3F,required,L01,L Garry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148807,9780130461094,Human-Computer Interaction,3,Dix,http://uoftbookstore.com/cover_image.asp?Key=9780130461094&Size=L&p=1,146.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11148807,CSC318H5F20189,CSC318H5F,required,L0101,W Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11154846,9780674741133,Quantum Mechanics And Experience,1,Albert,http://uoftbookstore.com/cover_image.asp?Key=9780674741133&Size=L&p=1,44.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11154846,PHL356H1F20189,PHL356H1F,required,L0101,M Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11156833,9780140434088,Moonstone (Ed: Kemp),1,Collins,http://uoftbookstore.com/cover_image.asp?Key=9780140434088&Size=L&p=1,12.05,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11156833,ENG324Y1Y20189,ENG324Y1Y,required,L5101,J Audrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11165767,9780486439259,Spacecraft Attitude Dynamics,1,"Hughes, P",http://uoftbookstore.com/cover_image.asp?Key=9780486439259&Size=L&p=1,35.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11165767,AER506H1F20189,AER506H1F,recommended,L0101,V Behrad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170099,9780226253251,Genesis And Development Of A Scientific Fact,1,"Fleck, Ludwig",http://uoftbookstore.com/cover_image.asp?Key=9780226253251&Size=L&p=1,26.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11170099,HPS450H1F20189,HPS450H1F,recommended,L0101,B Joseph,HPS4601HF20189,HPS4601HF,recommended,L0101,B Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170815,9780471721574,Manual Of Mineral Science 23/E,23,Klein /E,http://uoftbookstore.com/cover_image.asp?Key=9780471721574&Size=L&p=1,195.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11170815,ESS221H1F20189,ESS221H1F,required,L0101,H GRANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11172383,9780307387899,Road,1,Mccarthy,http://uoftbookstore.com/cover_image.asp?Key=9780307387899&Size=L&p=1,16.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11172383,ENG371H5F20189,ENG371H5F,required,L0101,K Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11174080,9780802141323,Wretched Of The Earth,1,"Fanon, F",http://uoftbookstore.com/cover_image.asp?Key=9780802141323&Size=L&p=1,23.15,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11174080,ENG273H5F20189,ENG273H5F,optional,L0101,,POL330Y1Y20189,POL330Y1Y,required,L0101,W Melissa,,,,,,,,,WGS369Y5Y20189,WGS369Y5Y,required,L0101,K Punam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11177579,9780618871711,Fun Home,1,Bechdel,http://uoftbookstore.com/cover_image.asp?Key=9780618871711&Size=L&p=1,21.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11177579,TRN190Y1Y20189,TRN190Y1Y,required,L0101,S Sheryl A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11197454,9782253009160,La Machine Infernale (Livre De Poche),1,Cocteau,http://uoftbookstore.com/cover_image.asp?Key=9782253009160&Size=L&p=1,7.95,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11197454,FRE345H1F20189,FRE345H1F,required,L0101,H Gregoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201519,9783150066171,Bahnwarter Thiel (Reclam),1,Hauptmann,http://uoftbookstore.com/cover_image.asp?Key=9783150066171&Size=L&p=1,5.7,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11201519,GER1661HF20189,GER1661HF,required,L0101,Z John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201595,9783423301558,Jenseits Von Gut,1,"Nietzsche, F",http://uoftbookstore.com/cover_image.asp?Key=9783423301558&Size=L&p=1,26.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11201595,GER1661HF20189,GER1661HF,required,L0101,Z John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201632,9783596112661,Der Tod In Venedig,1,"Mann, T",http://uoftbookstore.com/cover_image.asp?Key=9783596112661&Size=L&p=1,27.05,http://uoftbookstore.com/buy_book_detail.asp?pf_id=11201632,GER1661HF20189,GER1661HF,required,L0101,Z John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
