id,code,name,short_name,campus,address/street,address/city,address/province,address/country,address/postal,lat,lng,polygon/0/0,polygon/0/1,polygon/1/0,polygon/1/1,polygon/2/0,polygon/2/1,polygon/3/0,polygon/3/1,polygon/4/0,polygon/4/1,polygon/5/0,polygon/5/1,polygon/6/0,polygon/6/1,polygon/7/0,polygon/7/1,polygon/8/0,polygon/8/1,polygon/9/0,polygon/9/1,polygon/10/0,polygon/10/1,polygon/11/0,polygon/11/1,polygon/12/0,polygon/12/1,polygon/13/0,polygon/13/1,polygon/14/0,polygon/14/1,polygon/15/0,polygon/15/1,polygon/16/0,polygon/16/1,polygon/17/0,polygon/17/1,polygon/18/0,polygon/18/1,polygon/19/0,polygon/19/1,polygon/20/0,polygon/20/1,polygon/21/0,polygon/21/1,polygon/22/0,polygon/22/1,polygon/23/0,polygon/23/1,polygon/24/0,polygon/24/1,polygon/25/0,polygon/25/1,polygon/26/0,polygon/26/1,polygon/27/0,polygon/27/1,polygon/28/0,polygon/28/1,polygon/29/0,polygon/29/1,polygon/30/0,polygon/30/1,polygon/31/0,polygon/31/1,polygon/32/0,polygon/32/1,polygon/33/0,polygon/33/1,polygon/34/0,polygon/34/1,polygon/35/0,polygon/35/1,polygon/36/0,polygon/36/1,polygon/37/0,polygon/37/1,polygon/38/0,polygon/38/1,polygon/39/0,polygon/39/1,polygon/40/0,polygon/40/1,polygon/41/0,polygon/41/1,polygon/42/0,polygon/42/1,polygon/43/0,polygon/43/1,polygon/44/0,polygon/44/1,polygon/45/0,polygon/45/1,polygon/46/0,polygon/46/1,polygon/47/0,polygon/47/1,polygon/48/0,polygon/48/1,polygon/49/0,polygon/49/1,polygon/50/0,polygon/50/1,polygon/51/0,polygon/51/1,polygon/52/0,polygon/52/1,polygon/53/0,polygon/53/1,polygon/54/0,polygon/54/1,polygon/55/0,polygon/55/1,polygon/56/0,polygon/56/1,polygon/57/0,polygon/57/1,polygon/58/0,polygon/58/1,polygon/59/0,polygon/59/1,polygon/60/0,polygon/60/1,polygon/61/0,polygon/61/1,polygon/62/0,polygon/62/1,polygon/63/0,polygon/63/1,polygon/64/0,polygon/64/1,polygon/65/0,polygon/65/1,polygon/66/0,polygon/66/1,polygon/67/0,polygon/67/1,polygon/68/0,polygon/68/1,polygon/69/0,polygon/69/1,polygon/70/0,polygon/70/1,polygon/71/0,polygon/71/1,polygon/72/0,polygon/72/1,polygon/73/0,polygon/73/1,polygon/74/0,polygon/74/1,polygon/75/0,polygon/75/1,polygon/76/0,polygon/76/1,polygon/77/0,polygon/77/1,polygon/78/0,polygon/78/1,polygon/79/0,polygon/79/1,polygon/80/0,polygon/80/1,polygon/81/0,polygon/81/1,polygon/82/0,polygon/82/1,polygon/83/0,polygon/83/1,polygon/84/0,polygon/84/1,polygon/85/0,polygon/85/1,polygon/86/0,polygon/86/1,polygon/87/0,polygon/87/1,polygon/88/0,polygon/88/1,polygon/89/0,polygon/89/1,polygon/90/0,polygon/90/1,polygon/91/0,polygon/91/1,polygon/92/0,polygon/92/1,polygon/93/0,polygon/93/1,polygon/94/0,polygon/94/1,polygon/95/0,polygon/95/1,polygon/96/0,polygon/96/1,polygon/97/0,polygon/97/1,polygon/98/0,polygon/98/1,polygon/99/0,polygon/99/1,polygon/100/0,polygon/100/1,polygon/101/0,polygon/101/1,polygon/102/0,polygon/102/1,polygon/103/0,polygon/103/1,polygon/104/0,polygon/104/1,polygon/105/0,polygon/105/1,polygon/106/0,polygon/106/1,polygon/107/0,polygon/107/1,polygon/108/0,polygon/108/1,polygon/109/0,polygon/109/1,polygon/110/0,polygon/110/1,polygon/111/0,polygon/111/1,polygon/112/0,polygon/112/1,polygon/113/0,polygon/113/1,polygon/114/0,polygon/114/1,polygon/115/0,polygon/115/1,polygon/116/0,polygon/116/1,polygon/117/0,polygon/117/1,polygon/118/0,polygon/118/1,polygon/119/0,polygon/119/1,polygon/120/0,polygon/120/1,polygon/121/0,polygon/121/1,polygon/122/0,polygon/122/1,polygon/123/0,polygon/123/1,polygon/124/0,polygon/124/1,polygon/125/0,polygon/125/1,polygon/126/0,polygon/126/1,polygon/127/0,polygon/127/1,polygon/128/0,polygon/128/1,polygon/129/0,polygon/129/1,polygon/130/0,polygon/130/1,polygon/131/0,polygon/131/1,polygon/132/0,polygon/132/1,polygon/133/0,polygon/133/1,polygon/134/0,polygon/134/1,polygon/135/0,polygon/135/1,polygon/136/0,polygon/136/1,polygon/137/0,polygon/137/1,polygon/138/0,polygon/138/1,polygon/139/0,polygon/139/1,polygon/140/0,polygon/140/1,polygon/141/0,polygon/141/1,polygon/142/0,polygon/142/1,polygon/143/0,polygon/143/1,polygon/144/0,polygon/144/1,polygon/145/0,polygon/145/1
008A,PT,D.L. Pratt Building,D.L. Pratt,UTSG,6 King's College Road,Toronto,ON,Canada,M5S 3H5,43.65963205070242,-79.3946933827686,43.65968,-79.39513,43.65973,-79.3949,43.65967,-79.39487,43.65975,-79.39448,43.65957,-79.39441,43.65955,-79.39449,43.6595,-79.39447,43.65949,-79.39451,43.65954,-79.39454,43.65953,-79.3946,43.65957,-79.39462,43.65953,-79.39481,43.65956,-79.39483,43.65952,-79.39506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009,SF,Sandford Fleming Building,Sandford Flm,UTSG,10 King's College Road,Toronto,ON,Canada,M5S 3G4,43.66012007293862,-79.3951037607479,43.66051,-79.39503,43.66051,-79.39498,43.66027,-79.39488,43.66027,-79.39484,43.66026,-79.3948,43.66024,-79.39476,43.66022,-79.39474,43.66019,-79.39472,43.66016,-79.39472,43.66014,-79.39472,43.66012,-79.39474,43.66009,-79.39476,43.66008,-79.39479,43.66007,-79.39481,43.65986,-79.39472,43.65983,-79.39489,43.65987,-79.39491,43.65974,-79.39554,43.6599,-79.3956,43.65992,-79.39554,43.66011,-79.39562,43.66015,-79.39544,43.66032,-79.39551,43.6604,-79.39512,43.66045,-79.39514,43.66048,-79.39502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010,SI,Simcoe Hall,Simcoe Hall,UTSG,27 King's College Circle,Toronto,ON,Canada,M5S 1A1,43.6607633248092,-79.395939268856,43.66102,-79.3963,43.66107,-79.39604,43.66093,-79.39598,43.66096,-79.39595,43.66092,-79.39586,43.66089,-79.39588,43.6609,-79.39581,43.6605,-79.39566,43.66047,-79.3958,43.66044,-79.39579,43.66041,-79.39596,43.66101,-79.3962,43.66099,-79.39629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010A,CH,Convocation Hall,Con Hall,UTSG,31 King's College Circle,Toronto,ON,Canada,M5S 1A1,43.66077496731175,-79.3953880749035,43.6609,-79.39581,43.66096,-79.39554,43.66097,-79.39555,43.66099,-79.39554,43.661,-79.39552,43.661,-79.39551,43.661,-79.39548,43.661,-79.39547,43.66099,-79.39545,43.66097,-79.39544,43.66097,-79.39541,43.66097,-79.39536,43.66097,-79.39533,43.66096,-79.39528,43.66094,-79.39525,43.66092,-79.39521,43.6609,-79.39518,43.66087,-79.39515,43.66085,-79.39513,43.66085,-79.39511,43.66084,-79.39509,43.66083,-79.39507,43.66082,-79.39507,43.6608,-79.39508,43.66079,-79.39509,43.66078,-79.3951,43.66078,-79.39511,43.66075,-79.39511,43.66072,-79.39511,43.66069,-79.39513,43.66066,-79.39514,43.66062,-79.39518,43.66059,-79.39522,43.66057,-79.39525,43.66056,-79.39528,43.66054,-79.39528,43.66053,-79.39529,43.66052,-79.3953,43.66051,-79.39533,43.66051,-79.39535,43.66052,-79.39537,43.66054,-79.39538,43.66058,-79.39541,43.66059,-79.3955,43.66058,-79.39555,43.66053,-79.39553,43.6605,-79.39565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011,NL,C. David Naylor Building,Naylor,UTSG,6 Queen's Park Crescent West,Toronto,ON,Canada,M5S 3H2,43.660430057195335,-79.3917597166586,43.66043,-79.39219,43.66051,-79.39182,43.66045,-79.39163,43.66022,-79.39155,43.66015,-79.39188,43.66025,-79.39192,43.66029,-79.39176,43.66039,-79.39179,43.66035,-79.39197,43.66028,-79.39194,43.66026,-79.39201,43.66024,-79.392,43.66022,-79.39207,43.66025,-79.39208,43.66024,-79.39212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012A,MU,Munk School of Global Affairs at Trinity,Munk-Trinity,UTSG,1 Devonshire Place,Toronto,ON,Canada,M5S 3K7,43.66529984970937,-79.3967868469047,43.66525,-79.39647,43.66525,-79.39644,43.66542,-79.39651,43.66532,-79.39702,43.66531,-79.39701,43.66529,-79.3971,43.6652,-79.39707,43.66522,-79.39698,43.66518,-79.39696,43.66526,-79.39662,43.66524,-79.39657,43.66485,-79.39642,43.66482,-79.39644,43.66475,-79.39678,43.66472,-79.39677,43.6647,-79.39686,43.66461,-79.39683,43.66463,-79.39674,43.66461,-79.39673,43.66472,-79.39624,43.66489,-79.3963,43.66489,-79.39633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012C,MU,Munk School of Global Affairs - Graham Library,Munk East,UTSG,5 Devonshire Place,Toronto,ON,Canada,M5S 3K7,43.665068957024474,-79.3963523290443,43.66526,-79.39639,43.66525,-79.39646,43.66489,-79.39632,43.6649,-79.39625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
013,WT,Whitney Hall,Whitney Hall,UTSG,85 St. George Street,Toronto,ON,Canada,M5S 2E5,43.663755374135995,-79.3979388556766,43.66405,-79.39815,43.66409,-79.39799,43.66407,-79.39798,43.66414,-79.39766,43.66416,-79.39767,43.66419,-79.39753,43.66395,-79.39744,43.66392,-79.39759,43.66403,-79.39763,43.66396,-79.39794,43.6638,-79.39788,43.6638,-79.3979,43.66373,-79.39787,43.66373,-79.39784,43.66363,-79.3978,43.66369,-79.3975,43.66375,-79.39752,43.66378,-79.39737,43.66355,-79.39728,43.66352,-79.39743,43.66357,-79.39745,43.6635,-79.39775,43.66347,-79.39774,43.66343,-79.3979,43.6637,-79.398,43.6637,-79.39798,43.66377,-79.39801,43.66377,-79.39804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014,FE,Bloor Street West-371,Bloor W-371,UTSG,371 Bloor Street West,Toronto,ON,Canada,M5S 2R7,43.66668130671138,-79.4022290489959,43.66695,-79.4017,43.66684,-79.40166,43.66684,-79.40163,43.66682,-79.40162,43.66681,-79.40164,43.66655,-79.40154,43.66654,-79.40158,43.66651,-79.40157,43.6665,-79.40164,43.66652,-79.40166,43.6665,-79.40176,43.66669,-79.40184,43.66665,-79.40203,43.66663,-79.40202,43.66662,-79.40207,43.66649,-79.40202,43.66643,-79.40231,43.66656,-79.40237,43.66655,-79.40242,43.66657,-79.40243,43.66647,-79.40289,43.6661,-79.40275,43.66605,-79.40298,43.66659,-79.40319,43.66665,-79.4029,43.66669,-79.40292,43.66676,-79.40261,43.66672,-79.40259,43.66676,-79.40238,43.66678,-79.40239,43.66679,-79.40233,43.66677,-79.40233,43.66678,-79.40226,43.6668,-79.40227,43.66681,-79.40222,43.66679,-79.40221,43.66685,-79.40195,43.66689,-79.40197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016,BI,Banting Institute,Banting Inst,UTSG,100 College Street,Toronto,ON,Canada,M5G 1L5,43.660492150860854,-79.388589345603,43.66068,-79.38905,43.66037,-79.38892,43.66051,-79.38823,43.66078,-79.38833,43.66075,-79.38851,43.66061,-79.38846,43.66054,-79.38876,43.66063,-79.3888,43.66064,-79.38875,43.6607,-79.38878,43.66069,-79.38882,43.66072,-79.38884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017,PL,Queen's Park-90,Queen'sPk-90,UTSG,90 Queen's Park,Toronto,ON,Canada,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018,ST,Central Steam Plant,Steam Plant,UTSG,17 Russell Street,Toronto,ON,Canada,M5S 2S2,43.66002693188444,-79.397744395523,43.66006,-79.39811,43.66019,-79.39749,43.66016,-79.39748,43.66017,-79.39742,43.66001,-79.39736,43.65993,-79.39771,43.65985,-79.39768,43.65984,-79.39771,43.65979,-79.39769,43.65976,-79.39782,43.65982,-79.39785,43.65981,-79.39788,43.65979,-79.39789,43.65978,-79.39791,43.65977,-79.39793,43.65977,-79.39795,43.65978,-79.39798,43.6598,-79.39799,43.65982,-79.39799,43.65984,-79.39798,43.65985,-79.39795,43.65985,-79.39792,43.65984,-79.3979,43.65983,-79.39789,43.65984,-79.39786,43.6599,-79.39788,43.65987,-79.39803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
019,DR,J. Robert S. Prichard Alumni House,Prichard Hse,UTSG,21 King's College Circle,Toronto,ON,Canada,M5S 3J3,43.66208716010893,-79.3966601125288,43.66212,-79.39691,43.66219,-79.39657,43.66214,-79.39655,43.66214,-79.39653,43.6621,-79.39652,43.6621,-79.39653,43.66204,-79.39651,43.66203,-79.39654,43.66201,-79.39654,43.66195,-79.39684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020,RS,Rosebrugh Building,Rosebrugh,UTSG,164 College Street,Toronto,ON,Canada,M5S 3G9,43.660054583141815,-79.3932268849897,43.66042,-79.39314,43.66032,-79.39363,43.66012,-79.39355,43.66014,-79.39346,43.66011,-79.39344,43.66012,-79.39337,43.66005,-79.39334,43.66003,-79.39344,43.65978,-79.39334,43.6598,-79.39324,43.65978,-79.39324,43.65979,-79.39318,43.65978,-79.39317,43.65982,-79.39298,43.65988,-79.393,43.65989,-79.39294,43.65999,-79.39297,43.65997,-79.39304,43.66031,-79.39317,43.66032,-79.39311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021,EA,Engineering Annex,Eng Annex,UTSG,11 King's College Road,Toronto,ON,Canada,M5S 1A4,43.659597122598235,-79.3954148969936,43.65963,-79.39567,43.65972,-79.39523,43.65956,-79.39516,43.65947,-79.3956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022,MC,Mechanical Engineering Building,Mech Eng,UTSG,5 King's College Road,Toronto,ON,Canada,M5S 3G8,43.65993427563183,-79.3940288654852,43.66025,-79.39425,43.6603,-79.39404,43.66028,-79.39403,43.66031,-79.39392,43.66032,-79.39393,43.66043,-79.39343,43.66036,-79.39341,43.66032,-79.39364,43.66022,-79.3936,43.66016,-79.39388,43.66006,-79.39383,43.66004,-79.39388,43.66001,-79.39387,43.66,-79.39392,43.65987,-79.39387,43.65988,-79.39383,43.65983,-79.39381,43.65982,-79.39385,43.65977,-79.39383,43.65972,-79.39404,43.65986,-79.3941,43.65985,-79.39414,43.65996,-79.39418,43.65997,-79.39414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
023,UP,University College Union,UC Union,UTSG,79 St. George Street,Toronto,ON,Canada,M5S 2E5,43.66338477174165,-79.39746678689,43.66348,-79.39729,43.66349,-79.39726,43.66342,-79.39724,43.66342,-79.39722,43.66337,-79.39721,43.66336,-79.39721,43.66335,-79.39721,43.66328,-79.39753,43.66334,-79.39756,43.66332,-79.39765,43.6633,-79.39764,43.66326,-79.39781,43.66327,-79.39782,43.66329,-79.39782,43.6633,-79.39782,43.66332,-79.39783,43.66332,-79.39785,43.66332,-79.39786,43.66334,-79.39786,43.66335,-79.39785,43.66337,-79.39779,43.66338,-79.3978,43.66344,-79.39755,43.66348,-79.39756,43.66351,-79.39743,43.66347,-79.39741,43.66349,-79.3973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024,HA,Haultain Building,Haultain,UTSG,170 College Street (rear of),Toronto,ON,Canada,M5S 3E3,43.65994252264234,-79.3936352513122,43.66022,-79.3936,43.66016,-79.39387,43.65979,-79.39372,43.65984,-79.39345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
025,FG,FitzGerald Building,FitzGerald,UTSG,150 College Street,Toronto,ON,Canada,M5S 1A8,43.66006234490184,-79.3924503854799,43.66035,-79.3927,43.66043,-79.39231,43.66036,-79.39229,43.66035,-79.39233,43.66031,-79.39231,43.66028,-79.39246,43.66013,-79.3924,43.66016,-79.39226,43.66001,-79.3922,43.66,-79.39227,43.66004,-79.39229,43.66003,-79.39236,43.65989,-79.39231,43.65994,-79.39204,43.65984,-79.392,43.65975,-79.39243,43.6601,-79.39257,43.66009,-79.39259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026,CU,Cumberland House,Cumberland,UTSG,33 St. George Street,Toronto,ON,Canada,M5S 2E3,43.65946129055228,-79.3958963535118,43.65954,-79.39583,43.65955,-79.39575,43.65949,-79.39572,43.65948,-79.39576,43.65944,-79.39574,43.65943,-79.39578,43.65939,-79.39577,43.65934,-79.39597,43.65938,-79.39599,43.65938,-79.39602,43.65941,-79.39603,43.65942,-79.39605,43.65946,-79.39607,43.65947,-79.39606,43.65948,-79.39604,43.65948,-79.39603,43.65953,-79.39605,43.65954,-79.39598,43.65958,-79.39599,43.6596,-79.39585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
027,PG,St. George Street-45,St. George-45,UTSG,45 St. George Street,Toronto,ON,Canada,M5S 2E5,43.66036,-79.39655,43.66029,-79.39667,43.6603,-79.39668,43.6603,-79.39669,43.66042,-79.39674,43.66042,-79.39672,43.66043,-79.39673,43.66049,-79.39644,43.66034,-79.39638,43.66029,-79.39667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028,CM,230 College Street,230 College,UTSG,230 College Street,Toronto,ON,Canada,M5T 1R2,43.658682190974226,-79.397913374691,43.65881,-79.39817,43.65889,-79.39777,43.6588,-79.39773,43.65879,-79.39777,43.65852,-79.39766,43.65845,-79.39802,43.65862,-79.39809,43.65862,-79.39812,43.65867,-79.39814,43.65868,-79.39811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
