id,code,name,short_name,campus,address/street,address/city,address/province,address/country,address/postal,lat,lng,polygon/0/0,polygon/0/1,polygon/1/0,polygon/1/1,polygon/2/0,polygon/2/1,polygon/3/0,polygon/3/1,polygon/4/0,polygon/4/1,polygon/5/0,polygon/5/1,polygon/6/0,polygon/6/1,polygon/7/0,polygon/7/1,polygon/8/0,polygon/8/1,polygon/9/0,polygon/9/1,polygon/10/0,polygon/10/1,polygon/11/0,polygon/11/1,polygon/12/0,polygon/12/1,polygon/13/0,polygon/13/1,polygon/14/0,polygon/14/1,polygon/15/0,polygon/15/1,polygon/16/0,polygon/16/1,polygon/17/0,polygon/17/1,polygon/18/0,polygon/18/1,polygon/19/0,polygon/19/1,polygon/20/0,polygon/20/1,polygon/21/0,polygon/21/1,polygon/22/0,polygon/22/1,polygon/23/0,polygon/23/1,polygon/24/0,polygon/24/1,polygon/25/0,polygon/25/1,polygon/26/0,polygon/26/1,polygon/27/0,polygon/27/1,polygon/28/0,polygon/28/1,polygon/29/0,polygon/29/1,polygon/30/0,polygon/30/1,polygon/31/0,polygon/31/1,polygon/32/0,polygon/32/1,polygon/33/0,polygon/33/1,polygon/34/0,polygon/34/1,polygon/35/0,polygon/35/1,polygon/36/0,polygon/36/1,polygon/37/0,polygon/37/1,polygon/38/0,polygon/38/1,polygon/39/0,polygon/39/1,polygon/40/0,polygon/40/1,polygon/41/0,polygon/41/1,polygon/42/0,polygon/42/1,polygon/43/0,polygon/43/1,polygon/44/0,polygon/44/1,polygon/45/0,polygon/45/1,polygon/46/0,polygon/46/1,polygon/47/0,polygon/47/1,polygon/48/0,polygon/48/1,polygon/49/0,polygon/49/1,polygon/50/0,polygon/50/1,polygon/51/0,polygon/51/1,polygon/52/0,polygon/52/1,polygon/53/0,polygon/53/1,polygon/54/0,polygon/54/1,polygon/55/0,polygon/55/1,polygon/56/0,polygon/56/1,polygon/57/0,polygon/57/1,polygon/58/0,polygon/58/1,polygon/59/0,polygon/59/1,polygon/60/0,polygon/60/1,polygon/61/0,polygon/61/1,polygon/62/0,polygon/62/1,polygon/63/0,polygon/63/1,polygon/64/0,polygon/64/1,polygon/65/0,polygon/65/1,polygon/66/0,polygon/66/1,polygon/67/0,polygon/67/1,polygon/68/0,polygon/68/1,polygon/69/0,polygon/69/1,polygon/70/0,polygon/70/1,polygon/71/0,polygon/71/1,polygon/72/0,polygon/72/1,polygon/73/0,polygon/73/1,polygon/74/0,polygon/74/1,polygon/75/0,polygon/75/1,polygon/76/0,polygon/76/1,polygon/77/0,polygon/77/1,polygon/78/0,polygon/78/1,polygon/79/0,polygon/79/1,polygon/80/0,polygon/80/1,polygon/81/0,polygon/81/1,polygon/82/0,polygon/82/1,polygon/83/0,polygon/83/1,polygon/84/0,polygon/84/1,polygon/85/0,polygon/85/1,polygon/86/0,polygon/86/1,polygon/87/0,polygon/87/1,polygon/88/0,polygon/88/1,polygon/89/0,polygon/89/1,polygon/90/0,polygon/90/1,polygon/91/0,polygon/91/1,polygon/92/0,polygon/92/1,polygon/93/0,polygon/93/1,polygon/94/0,polygon/94/1,polygon/95/0,polygon/95/1,polygon/96/0,polygon/96/1,polygon/97/0,polygon/97/1,polygon/98/0,polygon/98/1,polygon/99/0,polygon/99/1,polygon/100/0,polygon/100/1,polygon/101/0,polygon/101/1,polygon/102/0,polygon/102/1,polygon/103/0,polygon/103/1,polygon/104/0,polygon/104/1,polygon/105/0,polygon/105/1,polygon/106/0,polygon/106/1,polygon/107/0,polygon/107/1,polygon/108/0,polygon/108/1,polygon/109/0,polygon/109/1,polygon/110/0,polygon/110/1,polygon/111/0,polygon/111/1,polygon/112/0,polygon/112/1,polygon/113/0,polygon/113/1,polygon/114/0,polygon/114/1,polygon/115/0,polygon/115/1,polygon/116/0,polygon/116/1,polygon/117/0,polygon/117/1,polygon/118/0,polygon/118/1,polygon/119/0,polygon/119/1,polygon/120/0,polygon/120/1,polygon/121/0,polygon/121/1,polygon/122/0,polygon/122/1,polygon/123/0,polygon/123/1,polygon/124/0,polygon/124/1,polygon/125/0,polygon/125/1,polygon/126/0,polygon/126/1,polygon/127/0,polygon/127/1,polygon/128/0,polygon/128/1,polygon/129/0,polygon/129/1,polygon/130/0,polygon/130/1,polygon/131/0,polygon/131/1,polygon/132/0,polygon/132/1,polygon/133/0,polygon/133/1,polygon/134/0,polygon/134/1,polygon/135/0,polygon/135/1,polygon/136/0,polygon/136/1,polygon/137/0,polygon/137/1,polygon/138/0,polygon/138/1,polygon/139/0,polygon/139/1,polygon/140/0,polygon/140/1,polygon/141/0,polygon/141/1,polygon/142/0,polygon/142/1,polygon/143/0,polygon/143/1,polygon/144/0,polygon/144/1,polygon/145/0,polygon/145/1
203,SL,UTSC Student Centre,Student Ctr,UTSC,1265 Military Trail,Scarborough,ON,Canada,M1C 1A4,43.78501,-79.18695,43.785,-79.18728,43.78496,-79.18719,43.78484,-79.18729,43.7848,-79.1872,43.78492,-79.18709,43.78485,-79.18696,43.78474,-79.18706,43.78468,-79.18694,43.78479,-79.18684,43.78477,-79.18679,43.78494,-79.18664,43.78496,-79.18668,43.78523,-79.18642,43.78529,-79.18654,43.78526,-79.18657,43.78529,-79.18663,43.78521,-79.1867,43.78521,-79.18669,43.78521,-79.18668,43.78519,-79.18664,43.78502,-79.1868,43.78523,-79.18723,43.785,-79.18728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,AA,Arts & Admin Building,Arts & Admin,UTSC,1265 Military Trail,Scarborough,ON,Canada,M1C 1A4,43.78458,-79.18735,43.7848,-79.18752,43.78425,-79.18763,43.78424,-79.1876,43.78414,-79.18762,43.78413,-79.1876,43.78406,-79.18766,43.784,-79.18754,43.78412,-79.18744,43.78415,-79.18749,43.78459,-79.18707,43.7848,-79.18752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,SY,Science Research Building,Sci Research,UTSC,,Scarborough,ON,Canada,,43.78426,-79.18949,43.78381,-79.18952,43.78375,-79.18937,43.78391,-79.18927,43.78392,-79.18922,43.78409,-79.18927,43.7841,-79.18921,43.78418,-79.18923,43.78417,-79.18929,43.78422,-79.1893,43.78423,-79.18925,43.7843,-79.18927,43.78429,-79.18932,43.78434,-79.18934,43.78435,-79.18928,43.78442,-79.1893,43.78442,-79.18936,43.78454,-79.18939,43.78452,-79.18954,43.78454,-79.18955,43.78454,-79.18961,43.78451,-79.18961,43.78451,-79.18962,43.78448,-79.18961,43.78447,-79.18968,43.78438,-79.18966,43.78437,-79.18967,43.78433,-79.18966,43.78433,-79.18968,43.7843,-79.18967,43.78431,-79.18964,43.78413,-79.18959,43.78413,-79.1896,43.78407,-79.18958,43.78407,-79.18953,43.784,-79.18951,43.78399,-79.18955,43.78383,-79.18949,43.78383,-79.18952,43.78381,-79.18952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,IC,Instructional Centre (UTSC),Instr Ctr,UTSC,1095 Military Trail,Scarborough,ON,Canada,,43.78692,-79.18969,43.78671,-79.1903,43.78662,-79.19012,43.78661,-79.19009,43.78658,-79.19002,43.78658,-79.19003,43.78656,-79.19,43.78662,-79.18967,43.78676,-79.18994,43.78661,-79.19009,43.78662,-79.19012,43.78678,-79.18996,43.78686,-79.19013,43.78697,-79.19002,43.78695,-79.18998,43.78702,-79.1899,43.78704,-79.18994,43.78708,-79.18991,43.78706,-79.18987,43.78715,-79.18979,43.78688,-79.18928,43.78679,-79.18937,43.78677,-79.18934,43.78674,-79.18937,43.78676,-79.18941,43.78668,-79.18949,43.78666,-79.18944,43.78669,-79.18927,43.78665,-79.18926,43.78667,-79.18916,43.78667,-79.18916,43.78666,-79.1892,43.78665,-79.1892,43.78665,-79.18918,43.78661,-79.18916,43.78645,-79.19005,43.78664,-79.19041,43.78667,-79.19037,43.78667,-79.19036,43.78668,-79.19035,43.78669,-79.19039,43.7867,-79.19038,43.78667,-79.19033,43.78671,-79.1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,EV,Environmental Science & Chemistry,Env Sci&Chem,UTSC,1065 Military Trail,Scarborough,ON,Canada,,43.78729,-79.19049,43.78719,-79.19028,43.78718,-79.19026,43.78701,-79.19042,43.78726,-79.1909,43.78743,-79.19073,43.78742,-79.19071,43.78748,-79.19064,43.78749,-79.19066,43.78757,-79.19058,43.78732,-79.19011,43.78724,-79.19019,43.78725,-79.19021,43.78719,-79.19028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,AQ,Toronto Pan Am Sports Centre,TPASC,UTSC,,Scarborough,ON,Canada,,43.79065,-79.19362,43.79048,-79.19258,43.79017,-79.19244,43.78997,-79.19328,43.79001,-79.1933,43.78988,-79.19383,43.78991,-79.19385,43.78986,-79.19406,43.79022,-79.19422,43.79019,-79.19436,43.79113,-79.19479,43.79119,-79.19456,43.79106,-79.19451,43.79115,-79.19413,43.79122,-79.19416,43.79125,-79.19406,43.79124,-79.19406,43.79132,-79.19369,43.79128,-79.19367,43.79137,-79.19327,43.79127,-79.19322,43.79132,-79.19302,43.79051,-79.19266,43.79054,-79.19253,43.79049,-79.19251,43.79048,-79.19258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210A,-,Block A (Student Townhouse Res-Phase I),Block A-Pse I,UTSC,1295 Military Trail,Scarborough,ON,Canada,M1C 3A8,43.78387,-79.18378,43.78354,-79.18364,43.78363,-79.18356,43.78366,-79.18361,43.7837,-79.18359,43.78372,-79.18364,43.78376,-79.18361,43.78379,-79.18367,43.78383,-79.18364,43.78385,-79.18369,43.78389,-79.18367,43.78391,-79.1837,43.7839,-79.1837,43.78393,-79.18376,43.78394,-79.18376,43.78395,-79.18379,43.78392,-79.18382,43.78395,-79.18387,43.78391,-79.18392,43.78393,-79.18398,43.78391,-79.184,43.78394,-79.18406,43.78389,-79.18411,43.7839,-79.18413,43.78391,-79.18413,43.78394,-79.18418,43.78393,-79.18419,43.78395,-79.18423,43.78385,-79.18431,43.7838,-79.18418,43.78385,-79.18413,43.78383,-79.18411,43.78383,-79.18411,43.78381,-79.18408,43.78384,-79.18405,43.78381,-79.184,43.78385,-79.18396,43.78382,-79.18389,43.78385,-79.18387,43.7838,-79.18376,43.78377,-79.18379,43.78374,-79.18373,43.78369,-79.18377,43.78367,-79.18371,43.78364,-79.18373,43.78361,-79.18367,43.78357,-79.1837,43.78354,-79.18364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210B,-,Block B (Student Townhouse Res-Phase I),Block B-Pse I,UTSC,1295 Military Trail,Scarborough,ON,Canada,M1C 3A8,43.7835,-79.18406,43.78362,-79.18387,43.78367,-79.18396,43.78364,-79.18398,43.78366,-79.18401,43.78364,-79.18404,43.78365,-79.18407,43.78361,-79.18411,43.78359,-79.18409,43.78358,-79.1841,43.78359,-79.18413,43.78356,-79.18415,43.78355,-79.18414,43.78351,-79.18418,43.7835,-79.18416,43.78348,-79.18418,43.78347,-79.18415,43.78345,-79.18417,43.78345,-79.18418,43.78341,-79.18422,43.7834,-79.18421,43.78334,-79.18427,43.78332,-79.18424,43.7833,-79.18426,43.78326,-79.18416,43.78328,-79.18415,43.78328,-79.18414,43.78332,-79.1841,43.78333,-79.18411,43.78339,-79.18405,43.78341,-79.18407,43.78342,-79.18405,43.78342,-79.18404,43.78362,-79.18387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210C,-,Block C (Student Townhouse Res-Phase I),Block C-Pse I,UTSC,1295 Military Trail,Scarborough,ON,Canada,M1C 3A8,43.78331,-79.18363,43.7831,-79.18347,43.78319,-79.18339,43.78322,-79.18344,43.78326,-79.18341,43.78329,-79.18347,43.78332,-79.18344,43.78334,-79.18347,43.78333,-79.18347,43.78338,-79.18357,43.78335,-79.18359,43.78337,-79.18362,43.78336,-79.18363,43.78339,-79.18368,43.78338,-79.18369,43.78339,-79.18373,43.78334,-79.18378,43.78337,-79.18383,43.78335,-79.18385,43.78337,-79.18391,43.78329,-79.184,43.78328,-79.18399,43.7833,-79.18397,43.78329,-79.18395,43.78327,-79.18397,43.78325,-79.18393,43.78327,-79.18391,43.78325,-79.18385,43.78332,-79.18378,43.78331,-79.18376,43.78329,-79.18377,43.78327,-79.18374,43.7833,-79.18371,43.78329,-79.18369,43.78327,-79.18372,43.78325,-79.18368,43.78328,-79.18365,43.78327,-79.18362,43.78326,-79.18363,43.78324,-79.18359,43.78327,-79.18356,43.78327,-79.18354,43.78324,-79.18356,43.78323,-79.18354,43.78317,-79.18359,43.7831,-79.18347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210D,-,Block D (Student Townhouse Res-Phase I),Block D-Pse I,UTSC,1295 Military Trail,Scarborough,ON,Canada,M1C 3A8,43.78306,-79.18421,43.78309,-79.18373,43.78313,-79.1838,43.78311,-79.18381,43.78314,-79.18388,43.78309,-79.18393,43.78311,-79.18398,43.78306,-79.18403,43.78309,-79.18409,43.78307,-79.1841,43.78312,-79.18422,43.78316,-79.18424,43.78323,-79.1844,43.78314,-79.18448,43.78305,-79.18431,43.78304,-79.18431,43.78297,-79.18418,43.783,-79.18416,43.78297,-79.1841,43.78302,-79.18407,43.78299,-79.18401,43.78304,-79.18396,43.78302,-79.1839,43.78307,-79.18385,43.78304,-79.18378,43.78309,-79.18373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210E,-,Block E (Student Townhouse Res-Phase I),Block E-Pse I,UTSC,1295 Military Trail,Scarborough,ON,Canada,M1C 3A8,43.78336,-79.18461,43.78366,-79.18445,43.78361,-79.18433,43.78358,-79.18436,43.78354,-79.18435,43.78354,-79.18436,43.78357,-79.18438,43.78357,-79.18441,43.78354,-79.18444,43.78352,-79.1844,43.78351,-79.18441,43.7835,-79.18439,43.78346,-79.18442,43.78345,-79.18439,43.78335,-79.1845,43.78336,-79.18451,43.78333,-79.18454,43.78334,-79.18456,43.7833,-79.1846,43.78331,-79.18462,43.78322,-79.1847,43.78328,-79.18483,43.78331,-79.18481,43.78331,-79.18482,43.78335,-79.18478,43.78335,-79.18477,43.78337,-79.18474,43.78336,-79.18473,43.78338,-79.18471,43.78338,-79.1847,43.7834,-79.18467,43.7834,-79.18467,43.78341,-79.18465,43.78341,-79.18464,43.78343,-79.18462,43.78343,-79.18461,43.78345,-79.18459,43.78345,-79.18459,43.78347,-79.18456,43.78347,-79.18455,43.78349,-79.18453,43.78349,-79.18454,43.78351,-79.18453,43.78352,-79.18456,43.78355,-79.18454,43.78354,-79.18453,43.78357,-79.1845,43.78358,-79.18452,43.7836,-79.18451,43.78359,-79.1845,43.78361,-79.18448,43.78362,-79.1845,43.78364,-79.18448,43.78364,-79.18447,43.78366,-79.18445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210F,-,Block F (Student Townhouse Res-Phase II),Block F-Pse II,UTSC,1295 Military Trail,Scarborough,ON,Canada,M1C 3A8,43.78268,-79.18452,43.78292,-79.18441,43.78287,-79.1843,43.78278,-79.18437,43.78277,-79.18434,43.78275,-79.18435,43.78275,-79.18434,43.78259,-79.18448,43.7826,-79.1845,43.78239,-79.1847,43.78246,-79.18482,43.78259,-79.1847,43.78258,-79.18469,43.78266,-79.18462,43.78266,-79.1846,43.78282,-79.18446,43.78283,-79.18449,43.78292,-79.18441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210G,-,Block G (Student Townhouse Res-Phase II),Block G-Pse II,UTSC,1295 Military Trail,Scarborough,ON,Canada,M1C 3A8,43.78255,-79.18425,43.78263,-79.18405,43.78268,-79.18417,43.7826,-79.18424,43.78261,-79.18425,43.78253,-79.18433,43.78253,-79.18434,43.78246,-79.18441,43.78239,-79.18427,43.78263,-79.18405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210H,-,Block H (Student Townhouse Res-Phase II),Block H-Pse II,UTSC,1295 Military Trail,Scarborough,ON,Canada,M1C 3A8,43.78283,-79.18366,43.78295,-79.18331,43.78299,-79.1834,43.78295,-79.18344,43.78297,-79.18349,43.78293,-79.18352,43.78295,-79.18357,43.78287,-79.18365,43.78289,-79.18369,43.78285,-79.18373,43.78287,-79.18378,43.78283,-79.18382,43.78286,-79.18386,43.78281,-79.18391,43.78283,-79.18395,43.78275,-79.18403,43.78269,-79.18391,43.78277,-79.18384,43.78275,-79.18379,43.78279,-79.18375,43.78277,-79.18371,43.78281,-79.18367,43.7828,-79.18364,43.78284,-79.18359,43.78281,-79.18354,43.78288,-79.18347,43.78287,-79.18344,43.78292,-79.1834,43.7829,-79.18335,43.78295,-79.18331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210I,-,Block I (Student Townhouse Res-Phase II),Block I-Pse II,UTSC,1295 Military Trail,Scarborough,ON,Canada,M1C 3A8,43.78248,-79.18366,43.7825,-79.18317,43.78253,-79.18324,43.7825,-79.18326,43.78253,-79.18332,43.7825,-79.18334,43.78252,-79.1834,43.7825,-79.18343,43.78253,-79.18348,43.7825,-79.18351,43.78255,-79.18362,43.78252,-79.18365,43.78255,-79.18371,43.78252,-79.18374,43.78255,-79.18379,43.78252,-79.18382,43.78254,-79.18388,43.78252,-79.1839,43.78255,-79.18396,43.78246,-79.18403,43.78243,-79.18397,43.78246,-79.18394,43.78243,-79.18389,43.78246,-79.18387,43.78243,-79.18381,43.78246,-79.18377,43.78243,-79.18373,43.78246,-79.18369,43.78241,-79.18358,43.78244,-79.18355,43.78241,-79.18348,43.78243,-79.18346,43.78241,-79.18341,43.78244,-79.18339,43.78241,-79.18333,43.78244,-79.18331,43.78241,-79.18324,43.7825,-79.18317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210J,-,Block J(Student Townhouse Res-Phase III),Block J-Pse III,UTSC,1235 Military Trail,Scarborough,ON,Canada,M1C 1A3,43.78565,-79.18971,43.78584,-79.18947,43.78573,-79.18944,43.78571,-79.18958,43.78572,-79.18958,43.7857,-79.18965,43.78568,-79.18968,43.78553,-79.18963,43.78553,-79.18961,43.78544,-79.18958,43.78541,-79.18973,43.7855,-79.18976,43.7855,-79.18977,43.78565,-79.18982,43.78566,-79.18979,43.78572,-79.1898,43.78572,-79.18974,43.78574,-79.18973,43.78578,-79.18974,43.78579,-79.18967,43.78581,-79.18967,43.78582,-79.1896,43.78582,-79.1896,43.78584,-79.18947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210K,-,Block K(Student Townhouse Res-Phase III),Block K-Pse III,UTSC,1235 Military Trail,Scarborough,ON,Canada,M1C 1A3,43.7851,-79.18949,43.78533,-79.18952,43.78524,-79.18949,43.78524,-79.18947,43.78514,-79.18944,43.78515,-79.18941,43.78505,-79.18938,43.78505,-79.18936,43.78496,-79.18933,43.78496,-79.1893,43.78486,-79.18928,43.78484,-79.18942,43.78494,-79.18945,43.78494,-79.18948,43.78503,-79.18951,43.78503,-79.18953,43.78512,-79.18956,43.78512,-79.18958,43.78521,-79.18961,43.78521,-79.18964,43.78531,-79.18967,43.78533,-79.18952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210L,-,Block L(Student Townhouse Res-Phase III),Block L-Pse III,UTSC,1235 Military Trail,Scarborough,ON,Canada,M1C 1A3,43.78529,-79.18905,43.78542,-79.18932,43.78543,-79.18925,43.78541,-79.18925,43.78542,-79.18917,43.78541,-79.18917,43.78542,-79.18907,43.78537,-79.18906,43.78537,-79.189,43.78532,-79.18898,43.78532,-79.18895,43.78527,-79.18894,43.78526,-79.18898,43.78517,-79.18895,43.78516,-79.18898,43.78506,-79.18896,43.78504,-79.1891,43.78514,-79.18913,43.78515,-79.1891,43.78525,-79.18912,43.78525,-79.18909,43.78532,-79.18911,43.78531,-79.18922,43.78533,-79.18923,43.78532,-79.1893,43.78542,-79.18932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
