id,course_id,course_code,campus,period,date,start_time,end_time,duration,sections/0/lecture_code,sections/0/exam_section,sections/0/location,sections/1/lecture_code,sections/1/exam_section,sections/1/location,sections/2/lecture_code,sections/2/exam_section,sections/2/location,sections/3/lecture_code,sections/3/exam_section,sections/3/location,sections/4/lecture_code,sections/4/exam_section,sections/4/location,sections/5/lecture_code,sections/5/exam_section,sections/5/location,sections/6/lecture_code,sections/6/exam_section,sections/6/location,sections/7/lecture_code,sections/7/exam_section,sections/7/location,sections/8/lecture_code,sections/8/exam_section,sections/8/location,sections/9/lecture_code,sections/9/exam_section,sections/9/location,sections/10/lecture_code,sections/10/exam_section,sections/10/location,sections/11/lecture_code,sections/11/exam_section,sections/11/location,sections/12/lecture_code,sections/12/exam_section,sections/12/location,sections/13/lecture_code,sections/13/exam_section,sections/13/location,sections/14/lecture_code,sections/14/exam_section,sections/14/location,sections/15/lecture_code,sections/15/exam_section,sections/15/location,sections/16/lecture_code,sections/16/exam_section,sections/16/location,sections/17/lecture_code,sections/17/exam_section,sections/17/location,sections/18/lecture_code,sections/18/exam_section,sections/18/location,sections/19/lecture_code,sections/19/exam_section,sections/19/location,sections/20/lecture_code,sections/20/exam_section,sections/20/location,sections/21/lecture_code,sections/21/exam_section,sections/21/location,sections/22/lecture_code,sections/22/exam_section,sections/22/location,sections/23/lecture_code,sections/23/exam_section,sections/23/location
IRE244H1F20165FJUNE16,IRE244H1F20165F,IRE244H1F,UTSG,JUNE16,2016-06-20,68400,75600,7200,,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE260H1F20159DEC15,IRE260H1F20159,IRE260H1F,UTSG,DEC15,2015-12-11,68400,75600,7200,,,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE339H1F20159DEC15,IRE339H1F20159,IRE339H1F,UTSG,DEC15,2015-12-21,68400,75600,7200,,,ES 1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE346H1F20159DEC15,IRE346H1F20159,IRE346H1F,UTSG,DEC15,2015-12-14,68400,75600,7200,,,MS 3154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE347H1S20161APR16,IRE347H1S20161,IRE347H1S,UTSG,APR16,2016-04-18,32400,39600,7200,,,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE348H1S20161APR16,IRE348H1S20161,IRE348H1S,UTSG,APR16,2016-04-28,68400,75600,7200,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE367H1F20159DEC15,IRE367H1F20159,IRE367H1F,UTSG,DEC15,2015-12-18,68400,75600,7200,,,GB 412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE430H1F20165FJUNE16,IRE430H1F20165F,IRE430H1F,UTSG,JUNE16,2016-06-23,68400,75600,7200,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE430Y1Y20159APR16,IRE430Y1Y20159,IRE430Y1Y,UTSG,APR16,2016-04-27,68400,79200,10800,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA100Y1Y20159APR16,ITA100Y1Y20159,ITA100Y1Y,UTSG,APR16,2016-04-26,32400,43200,10800,,A - LO,BN 2N,,LU - Z,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA100Y1Y20165AUG16,ITA100Y1Y20165,ITA100Y1Y,UTSG,AUG16,2016-08-15,68400,79200,10800,,,EX 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA151Y1Y20159APR16,ITA151Y1Y20159,ITA151Y1Y,UTSG,APR16,2016-04-12,32400,43200,10800,,,SS 2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA233H1F20159DEC15,ITA233H1F20159,ITA233H1F,UTSG,DEC15,2015-12-17,50400,57600,7200,,,RW 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA250Y1Y20159APR16,ITA250Y1Y20159,ITA250Y1Y,UTSG,APR16,2016-04-20,68400,79200,10800,,,HI CART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA251Y1Y20159APR16,ITA251Y1Y20159,ITA251Y1Y,UTSG,APR16,2016-04-18,68400,79200,10800,,,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA310H1S20161APR16,ITA310H1S20161,ITA310H1S,UTSG,APR16,2016-04-12,32400,39600,7200,,,SS 2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA332H1F20159DEC15,ITA332H1F20159,ITA332H1F,UTSG,DEC15,2015-12-18,50400,57600,7200,,A - T,EX 300,,W - Z,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA351Y1Y20159APR16,ITA351Y1Y20159,ITA351Y1Y,UTSG,APR16,2016-04-18,68400,79200,10800,,,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA400H1F20165FJUNE16,ITA400H1F20165F,ITA400H1F,UTSG,JUNE16,2016-06-22,68400,75600,7200,,,BA 2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA455H1S20161APR16,ITA455H1S20161,ITA455H1S,UTSG,APR16,2016-04-20,68400,75600,7200,,,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVP210H1S20161APR16,IVP210H1S20161,IVP210H1S,UTSG,APR16,2016-04-25,32400,39600,7200,,,HA 403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAL328H1S20161APR16,JAL328H1S20161,JAL328H1S,UTSG,APR16,2016-04-18,68400,75600,7200,,,BR 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCP321H5F20169DEC16,JCP321H5F20169,JCP321H5F,UTM,DEC16,2016-12-14,46800,57600,10800,,,IB 150,,,IB 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEE337H1F20159DEC15,JEE337H1F20159,JEE337H1F,UTSG,DEC15,2015-12-16,68400,75600,7200,,,EM 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JGE321H1S20161APR16,JGE321H1S20161,JGE321H1S,UTSG,APR16,2016-04-29,50400,61200,10800,,,SF 2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JGE331H1S20161APR16,JGE331H1S20161,JGE331H1S,UTSG,APR16,2016-04-21,68400,79200,10800,,,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JGI216H1S20161APR16,JGI216H1S20161,JGI216H1S,UTSG,APR16,2016-04-26,32400,39600,7200,,A - O,BR 200,,P - Z,EM 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JGI346H1F20159DEC15,JGI346H1F20159,JGI346H1F,UTSG,DEC15,2015-12-18,32400,43200,10800,,A - SH,PB B150,,ST - Z,PB B250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHE353H1S20161APR16,JHE353H1S20161,JHE353H1S,UTSG,APR16,2016-04-27,32400,39600,7200,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLP315H1S20161APR16,JLP315H1S20161,JLP315H1S,UTSG,APR16,2016-04-21,32400,39600,7200,,A - J,HI CART,,K - WA,TC 239,,WO - Z,WY 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLP315H1S20165SAUG16,JLP315H1S20165S,JLP315H1S,UTSG,AUG16,2016-08-15,50400,57600,7200,,,BA 2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLP374H1F20159DEC15,JLP374H1F20159,JLP374H1F,UTSG,DEC15,2015-12-18,68400,79200,10800,,,BR 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLP374H1F20165FJUNE16,JLP374H1F20165F,JLP374H1F,UTSG,JUNE16,2016-06-20,50400,61200,10800,,,EX 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLS472H1S20161APR16,JLS472H1S20161,JLS472H1S,UTSG,APR16,2016-04-21,68400,79200,10800,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLS473H1F20159DEC15,JLS473H1F20159,JLS473H1F,UTSG,DEC15,2015-12-16,32400,39600,7200,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMB170Y1Y20159APR16,JMB170Y1Y20159,JMB170Y1Y,UTSG,APR16,2016-04-13,50400,61200,10800,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNH350H1F20159DEC15,JNH350H1F20159,JNH350H1F,UTSG,DEC15,2015-12-15,68400,79200,10800,,,SS 2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPE395H1S20161APR16,JPE395H1S20161,JPE395H1S,UTSG,APR16,2016-04-15,50400,57600,7200,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPH441H1S20161APR16,JPH441H1S20161,JPH441H1S,UTSG,APR16,2016-04-29,50400,61200,10800,,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPP343H1F20159DEC15,JPP343H1F20159,JPP343H1F,UTSG,DEC15,2015-12-15,32400,43200,10800,,,RW 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPU315H1F20159DEC15,JPU315H1F20159,JPU315H1F,UTSG,DEC15,2015-12-16,68400,75600,7200,,,PB B150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRE300H1S20161APR16,JRE300H1S20161,JRE300H1S,UTSG,APR16,2016-04-20,50400,59400,9000,,A - HO,HA 401,,HS - SU,HA 403,,SW - Z,HA 410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRE410H1S20161APR16,JRE410H1S20161,JRE410H1S,UTSG,APR16,2016-04-19,50400,59400,9000,,A - I,BA 2175,,J - R,BA 2185,,S - Z,BA 2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRE420H1S20161APR16,JRE420H1S20161,JRE420H1S,UTSG,APR16,2016-04-13,50400,59400,9000,,A - KE,GB 304,,KH - R,GB 404,,S - Z,GB 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSU325H1S20161APR16,JSU325H1S20161,JSU325H1S,UTSG,APR16,2016-04-26,50400,57600,7200,,,EM 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUM205H1F20159DEC15,JUM205H1F20159,JUM205H1F,UTSG,DEC15,2015-12-15,68400,79200,10800,,,PB B150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT101H1F20159DEC15,LAT101H1F20159,LAT101H1F,UTSG,DEC15,2015-12-15,32400,43200,10800,,A - K,WB 116,,L - M,WB 119,,N - Z,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT101H1F20165FJUNE16,LAT101H1F20165F,LAT101H1F,UTSG,JUNE16,2016-06-21,50400,61200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT102H1S20161APR16,LAT102H1S20161,LAT102H1S,UTSG,APR16,2016-04-13,32400,43200,10800,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT102H1S20165SAUG16,LAT102H1S20165S,LAT102H1S,UTSG,AUG16,2016-08-12,50400,61200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT201H1F20159DEC15,LAT201H1F20159,LAT201H1F,UTSG,DEC15,2015-12-18,32400,43200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT202H1S20161APR16,LAT202H1S20161,LAT202H1S,UTSG,APR16,2016-04-13,68400,79200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT341H1S20161APR16,LAT341H1S20161,LAT341H1S,UTSG,APR16,2016-04-26,68400,75600,7200,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT343H1F20159DEC15,LAT343H1F20159,LAT343H1F,UTSG,DEC15,2015-12-16,32400,43200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT351H1S20161APR16,LAT351H1S20161,LAT351H1S,UTSG,APR16,2016-04-12,32400,43200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT353H1F20159DEC15,LAT353H1F20159,LAT353H1F,UTSG,DEC15,2015-12-18,32400,43200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT443H1F20159DEC15,LAT443H1F20159,LAT443H1F,UTSG,DEC15,2015-12-16,32400,43200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT451H1S20161APR16,LAT451H1S20161,LAT451H1S,UTSG,APR16,2016-04-12,32400,43200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT453H1F20159DEC15,LAT453H1F20159,LAT453H1F,UTSG,DEC15,2015-12-18,32400,43200,10800,,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN100Y1Y20149DEC15,LIN100Y1Y20149,LIN100Y1Y,UTSG,DEC15,2015-12-22,32400,39600,7200,,A - J,ES 1050,,K - X,MS 2158,,Y - Z,MS 2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN100Y1Y20159APR16,LIN100Y1Y20159,LIN100Y1Y,UTSG,APR16,2016-04-27,68400,79200,10800,,A - LE,BN 2N,,LI - Z,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN100Y1Y20165AUG16,LIN100Y1Y20165,LIN100Y1Y,UTSG,AUG16,2016-08-10,68400,79200,10800,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN100Y1Y20165JUNE16,LIN100Y1Y20165,LIN100Y1Y,UTSG,JUNE16,2016-06-20,68400,75600,7200,,,BA 2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN102H5F20169DEC16,LIN102H5F20169,LIN102H5F,UTM,DEC16,2016-12-08,61200,72000,10800,,,Gym A/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN200H1F20159DEC15,LIN200H1F20159,LIN200H1F,UTSG,DEC15,2015-12-17,68400,75600,7200,,A - JE,NR 25,,JI - PAR,SF 3202,,PAW - ZHAI,ST VLAD,,ZHAN - ZZ,WI 1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN200H1S20161APR16,LIN200H1S20161,LIN200H1S,UTSG,APR16,2016-04-25,32400,39600,7200,,A - G,HI CART,,H - LI,TC 239,,LO - V,UC 266,,W - Z,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN200H1S20165SAUG16,LIN200H1S20165S,LIN200H1S,UTSG,AUG16,2016-08-15,68400,75600,7200,,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN201H1S20161APR16,LIN201H1S20161,LIN201H1S,UTSG,APR16,2016-04-15,50400,57600,7200,,,PB B250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN203H1F20159DEC15,LIN203H1F20159,LIN203H1F,UTSG,DEC15,2015-12-14,50400,57600,7200,,A - K,BR 200,,L - S,EM 119,,T - Z,HI CART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN203H1F20165FJUNE16,LIN203H1F20165F,LIN203H1F,UTSG,JUNE16,2016-06-23,68400,75600,7200,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN204H1S20161APR16,LIN204H1S20161,LIN204H1S,UTSG,APR16,2016-04-14,32400,39600,7200,,A - HO,GB 304,,HU - LE,HA 316,,LI - MA,HA 401,,ME - YI,HA 403,,YO - Z,HA 410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN204H1S20165SAUG16,LIN204H1S20165S,LIN204H1S,UTSG,AUG16,2016-08-11,68400,75600,7200,,A - LI,BA 2145,,LU - Z,BA 2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN204H5F20169DEC16,LIN204H5F20169,LIN204H5F,UTM,DEC16,2016-12-14,32400,43200,10800,,A - Te,Gym A/B,,Th - Z,TFC Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN228H1F20159DEC15,LIN228H1F20159,LIN228H1F,UTSG,DEC15,2015-12-11,32400,39600,7200,,A - G,HA 401,,H - Z,HA 403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN228H1F20165FJUNE16,LIN228H1F20165F,LIN228H1F,UTSG,JUNE16,2016-06-22,68400,79200,10800,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN228H5F20169DEC16,LIN228H5F20169,LIN228H5F,UTM,DEC16,2016-12-10,61200,72000,10800,,,IB 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN229H1S20161APR16,LIN229H1S20161,LIN229H1S,UTSG,APR16,2016-04-28,50400,61200,10800,,,TC 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN232H1F20159DEC15,LIN232H1F20159,LIN232H1F,UTSG,DEC15,2015-12-21,50400,57600,7200,,A - H,GB 303,,J - Z,GB 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN232H1F20165FJUNE16,LIN232H1F20165F,LIN232H1F,UTSG,JUNE16,2016-06-21,68400,75600,7200,,,BA 3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN232H5F20169DEC16,LIN232H5F20169,LIN232H5F,UTM,DEC16,2016-12-13,32400,43200,10800,,,TFC Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN241H1S20161APR16,LIN241H1S20161,LIN241H1S,UTSG,APR16,2016-04-13,50400,57600,7200,,A - L,SF 2202,,M - Z,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN247H5F20169DEC16,LIN247H5F20169,LIN247H5F,UTM,DEC16,2016-12-09,32400,43200,10800,,,Gym A/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN251H1F20159DEC15,LIN251H1F20159,LIN251H1F,UTSG,DEC15,2015-12-15,50400,57600,7200,,,BR 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN251H1S20165SAUG16,LIN251H1S20165S,LIN251H1S,UTSG,AUG16,2016-08-09,68400,75600,7200,,,SF 3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN305H1F20159DEC15,LIN305H1F20159,LIN305H1F,UTSG,DEC15,2015-12-16,68400,79200,10800,,,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN331H5F20169DEC16,LIN331H5F20169,LIN331H5F,UTM,DEC16,2016-12-14,46800,54000,7200,,,TFC Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN333H1F20159DEC15,LIN333H1F20159,LIN333H1F,UTSG,DEC15,2015-12-14,68400,75600,7200,,,BA 3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN341H1F20159DEC15,LIN341H1F20159,LIN341H1F,UTSG,DEC15,2015-12-14,50400,57600,7200,,,RW 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINA01H3Y20165AUG16,LINA01H3Y20165,LINA01H3Y,UTSC,AUG16,2016-08-10,32400,41400,9000,LEC30,,"AC223, SY110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINB18H3Y20165AUG16,LINB18H3Y20165,LINB18H3Y,UTSC,AUG16,2016-08-10,50400,59400,9000,LEC60,,HW216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINB62H3Y20165AUG16,LINB62H3Y20165,LINB62H3Y,UTSC,AUG16,2016-08-06,32400,39600,7200,LEC01,,MW120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMP300Y1Y20159APR16,LMP300Y1Y20159,LMP300Y1Y,UTSG,APR16,2016-04-26,32400,39600,7200,,,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMP301H1S20161APR16,LMP301H1S20161,LMP301H1S,UTSG,APR16,2016-04-14,68400,75600,7200,,A - HUA,GB 404,,HUM - R,GB 405,,S - Z,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMP363H1F20159DEC15,LMP363H1F20159,LMP363H1F,UTSG,DEC15,2015-12-15,50400,57600,7200,,,SF 3201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMP365H1S20161APR16,LMP365H1S20161,LMP365H1S,UTSG,APR16,2016-04-25,32400,39600,7200,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
