id,course_id,course_code,campus,period,date,start_time,end_time,duration,sections/0/lecture_code,sections/0/exam_section,sections/0/location,sections/1/lecture_code,sections/1/exam_section,sections/1/location,sections/2/lecture_code,sections/2/exam_section,sections/2/location,sections/3/lecture_code,sections/3/exam_section,sections/3/location,sections/4/lecture_code,sections/4/exam_section,sections/4/location,sections/5/lecture_code,sections/5/exam_section,sections/5/location,sections/6/lecture_code,sections/6/exam_section,sections/6/location,sections/7/lecture_code,sections/7/exam_section,sections/7/location,sections/8/lecture_code,sections/8/exam_section,sections/8/location,sections/9/lecture_code,sections/9/exam_section,sections/9/location,sections/10/lecture_code,sections/10/exam_section,sections/10/location,sections/11/lecture_code,sections/11/exam_section,sections/11/location,sections/12/lecture_code,sections/12/exam_section,sections/12/location,sections/13/lecture_code,sections/13/exam_section,sections/13/location,sections/14/lecture_code,sections/14/exam_section,sections/14/location,sections/15/lecture_code,sections/15/exam_section,sections/15/location,sections/16/lecture_code,sections/16/exam_section,sections/16/location,sections/17/lecture_code,sections/17/exam_section,sections/17/location,sections/18/lecture_code,sections/18/exam_section,sections/18/location,sections/19/lecture_code,sections/19/exam_section,sections/19/location,sections/20/lecture_code,sections/20/exam_section,sections/20/location,sections/21/lecture_code,sections/21/exam_section,sections/21/location,sections/22/lecture_code,sections/22/exam_section,sections/22/location,sections/23/lecture_code,sections/23/exam_section,sections/23/location
APS502H1S20161APR16,APS502H1S20161,APS502H1S,UTSG,APR16,2016-04-19,50400,59400,9000,,A - N,SF 2202,,O - Z,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST101H1F20159DEC15,AST101H1F20159,AST101H1F,UTSG,DEC15,2015-12-19,32400,43200,10800,,A - CHIE,BN 2N,,CHIN - GOS,BN 2S,,GOU - LA,BN 3,,LE - PRI,EX 100,,PRO - XI,EX 200,,XU - YO,EX 300,,YU - Z,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST101H1F20165FJUNE16,AST101H1F20165F,AST101H1F,UTSG,JUNE16,2016-06-21,68400,79200,10800,,A - MI,EX 310,,MO - Z,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST101H5F20169DEC16,AST101H5F20169,AST101H5F,UTM,DEC16,2016-12-12,46800,57600,10800,,,IB 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST110H5F20169DEC16,AST110H5F20169,AST110H5F,UTM,DEC16,2016-12-14,61200,72000,10800,,,Gym A/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST121H1S20161APR16,AST121H1S20161,AST121H1S,UTSG,APR16,2016-04-28,50400,61200,10800,,,MS 2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST201H1S20161APR16,AST201H1S20161,AST201H1S,UTSG,APR16,2016-04-13,50400,61200,10800,,A - CHI,BN 2N,,CHO - HAQ,BN 2S,,HAR - LE,BN 3,,LI - P,EX 100,,Q - W,EX 200,,X - ZA,EX 300,,ZH - ZZ,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST201H1S20165SAUG16,AST201H1S20165S,AST201H1S,UTSG,AUG16,2016-08-09,68400,79200,10800,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST210H1F20159DEC15,AST210H1F20159,AST210H1F,UTSG,DEC15,2015-12-16,50400,61200,10800,,A - K,SF 2202,,L - Z,SF 3201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST221H1F20159DEC15,AST221H1F20159,AST221H1F,UTSG,DEC15,2015-12-18,50400,61200,10800,,,HI CART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST222H1S20161APR16,AST222H1S20161,AST222H1S,UTSG,APR16,2016-04-22,32400,43200,10800,,,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST251H1S20161APR16,AST251H1S20161,AST251H1S,UTSG,APR16,2016-04-20,50400,61200,10800,,A - RO,BN 3,,RU - Z,NR 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST251H1S20165SAUG16,AST251H1S20165S,AST251H1S,UTSG,AUG16,2016-08-10,50400,61200,10800,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST320H1S20161APR16,AST320H1S20161,AST320H1S,UTSG,APR16,2016-04-14,68400,79200,10800,,,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTB03H3Y20165AUG16,ASTB03H3Y20165,ASTB03H3Y,UTSC,AUG16,2016-08-09,50400,57600,7200,LEC30,,HW214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCB410H1F20159DEC15,BCB410H1F20159,BCB410H1F,UTSG,DEC15,2015-12-16,68400,79200,10800,,,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH210H1F20159DEC15,BCH210H1F20159,BCH210H1F,UTSG,DEC15,2015-12-12,50400,61200,10800,,A - CHE,BN 2N,,CHI - GUO,BN 2S,,GUP - LET,BN 3,,LEU - RON,EX 100,,ROO - YO,EX 200,,YU - Z,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH210H1F20165FJUNE16,BCH210H1F20165F,BCH210H1F,UTSG,JUNE16,2016-06-20,50400,61200,10800,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH242Y1Y20159APR16,BCH242Y1Y20159,BCH242Y1Y,UTSG,APR16,2016-04-13,32400,39600,7200,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH311H1S20161APR16,BCH311H1S20161,BCH311H1S,UTSG,APR16,2016-04-13,32400,43200,10800,,A - HA,BN 2N,,HE - L,BN 2S,,M - V,BN 3,,W - Z,NR 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH370H1F20159DEC15,BCH370H1F20159,BCH370H1F,UTSG,DEC15,2015-12-16,50400,61200,10800,,,NR 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH370H1S20161APR16,BCH370H1S20161,BCH370H1S,UTSG,APR16,2016-04-18,32400,43200,10800,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH377H1F20159DEC15,BCH377H1F20159,BCH377H1F,UTSG,DEC15,2015-12-15,68400,79200,10800,,,BN 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH378H1S20161APR16,BCH378H1S20161,BCH378H1S,UTSG,APR16,2016-04-22,50400,61200,10800,,,ST VLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH422H1F20159DEC15,BCH422H1F20159,BCH422H1F,UTSG,DEC15,2015-12-12,32400,43200,10800,,,EM 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH425H1F20159DEC15,BCH425H1F20159,BCH425H1F,UTSG,DEC15,2015-12-14,32400,43200,10800,,,SS 2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH426H1S20161APR16,BCH426H1S20161,BCH426H1S,UTSG,APR16,2016-04-28,32400,39600,7200,,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH440H1S20161APR16,BCH440H1S20161,BCH440H1S,UTSG,APR16,2016-04-18,32400,43200,10800,,,BA 2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH441H1F20159DEC15,BCH441H1F20159,BCH441H1F,UTSG,DEC15,2015-12-14,68400,79200,10800,,,GB 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH444H1S20161APR16,BCH444H1S20161,BCH444H1S,UTSG,APR16,2016-04-20,50400,61200,10800,,,BN 2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH445H1S20161APR16,BCH445H1S20161,BCH445H1S,UTSG,APR16,2016-04-12,50400,57600,7200,,,TC 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH448H1F20159DEC15,BCH448H1F20159,BCH448H1F,UTSG,DEC15,2015-12-17,68400,79200,10800,,,HI CART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCH478H1F20159DEC15,BCH478H1F20159,BCH478H1F,UTSG,DEC15,2015-12-16,68400,79200,10800,,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO120H1F20159DEC15,BIO120H1F20159,BIO120H1F,UTSG,DEC15,2015-12-18,32400,39600,7200,,A - CHAK,BN 2N,,CHAN - DO,BN 2S,,DR - HUA,BN 3,,HUI - KIN,BR 200,,KIR - MOG,EX 100,,MOH - SIM,EX 200,,SIN - TEO,EX 300,,TER - WAL,EX 310,,WAN - XI,EX 320,,XU - ZHAN,UC 266,,ZHAO - ZZ,UC 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO120H1F20165FJUNE16,BIO120H1F20165F,BIO120H1F,UTSG,JUNE16,2016-06-22,50400,57600,7200,,,EX 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO130H1S20161APR16,BIO130H1S20161,BIO130H1S,UTSG,APR16,2016-04-15,32400,39600,7200,,A - CE,BN 2N,,CH - DI,BN 2S,,DJ - HS,BN 3,,HU - LIA,EX 100,,LIC - PE,EX 200,,PH - SAH,EX 300,,SAI - SOL,EX 310,,SOM - TH,EX 320,,TI - V,GB 304,,WA - WR,GB 404,,WU - YE,GB 405,,YO - ZHA,SF 2202,,ZHE - ZZ,SF 3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO130H1S20165SAUG16,BIO130H1S20165S,BIO130H1S,UTSG,AUG16,2016-08-11,50400,57600,7200,,,EX 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO152H5F20169DEC16,BIO152H5F20169,BIO152H5F,UTM,DEC16,2016-12-19,46800,54000,7200,,A - Lee,Gym A/B,,Lem - Sh,Gym C,,Si - Z,TFC Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO200H5F20169DEC16,BIO200H5F20169,BIO200H5F,UTM,DEC16,2016-12-13,46800,57600,10800,,,IB 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO203H5F20169DEC16,BIO203H5F20169,BIO203H5F,UTM,DEC16,2016-12-14,46800,57600,10800,,,Gym C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO205H5F20169DEC16,BIO205H5F20169,BIO205H5F,UTM,DEC16,2016-12-17,46800,54000,7200,,,Gym A/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO206H5F20169DEC16,BIO206H5F20169,BIO206H5F,UTM,DEC16,2016-12-15,46800,54000,7200,,,Gym A/B,,,TFC Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO210Y5Y20159DEC16,BIO210Y5Y20159,BIO210Y5Y,UTM,DEC16,2016-12-20,46800,57600,10800,,,IB 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO211H5F20169DEC16,BIO211H5F20169,BIO211H5F,UTM,DEC16,2016-12-08,32400,39600,7200,,,Gym A/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO220H1S20161APR16,BIO220H1S20161,BIO220H1S,UTSG,APR16,2016-04-21,50400,57600,7200,,A - G,EX 100,,H - N,EX 200,,O - SA,EX 300,,SC - TI,EX 310,,TO - XI,EX 320,,XU - Z,SF 3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO230H1F20159DEC15,BIO230H1F20159,BIO230H1F,UTSG,DEC15,2015-12-19,50400,57600,7200,,A - CHEN,BN 2N,,CHER - GR,BN 2S,,GU - LE,BN 3,,LI - RON,EX 100,,ROO - ZE,EX 200,,ZH - ZZ,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO230H1F20165FJUNE16,BIO230H1F20165F,BIO230H1F,UTSG,JUNE16,2016-06-23,50400,57600,7200,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO255H1F20159DEC15,BIO255H1F20159,BIO255H1F,UTSG,DEC15,2015-12-19,50400,57600,7200,,,EX 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO270H1F20159DEC15,BIO270H1F20159,BIO270H1F,UTSG,DEC15,2015-12-21,32400,39600,7200,,A - HE,EX 300,,HO - MA,EX 310,,ME - TA,EX 320,,TE - Z,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO270H1F20165FJUNE16,BIO270H1F20165F,BIO270H1F,UTSG,JUNE16,2016-06-22,50400,57600,7200,,,EX 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO271H1S20161APR16,BIO271H1S20161,BIO271H1S,UTSG,APR16,2016-04-28,50400,57600,7200,,A - MA,BR 200,,ME - S,EM 119,,T - Z,WY 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO271H1S20165SAUG16,BIO271H1S20165S,BIO271H1S,UTSG,AUG16,2016-08-09,50400,57600,7200,,,EX 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO310H5F20169DEC16,BIO310H5F20169,BIO310H5F,UTM,DEC16,2016-12-13,61200,68400,7200,,,Gym A/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO339H5F20169DEC16,BIO339H5F20169,BIO339H5F,UTM,DEC16,2016-12-12,32400,43200,10800,,,DV 4072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO356H5F20169DEC16,BIO356H5F20169,BIO356H5F,UTM,DEC16,2016-12-19,32400,43200,10800,,,TFC Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO361H5F20169DEC16,BIO361H5F20169,BIO361H5F,UTM,DEC16,2016-12-12,46800,57600,10800,,,DV 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO370Y5Y20159DEC16,BIO370Y5Y20159,BIO370Y5Y,UTM,DEC16,2016-12-17,61200,68400,7200,,,IB 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO374H5F20169DEC16,BIO374H5F20169,BIO374H5F,UTM,DEC16,2016-12-08,61200,68400,7200,,,IB 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO380H5F20169DEC16,BIO380H5F20169,BIO380H5F,UTM,DEC16,2016-12-10,46800,54000,7200,,,IB 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO404H5F20169DEC16,BIO404H5F20169,BIO404H5F,UTM,DEC16,2016-12-16,32400,39600,7200,,,IB 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO443H5F20169DEC16,BIO443H5F20169,BIO443H5F,UTM,DEC16,2016-12-15,32400,39600,7200,,,IB 210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO475H5F20169DEC16,BIO475H5F20169,BIO475H5F,UTM,DEC16,2016-12-08,46800,54000,7200,,,IB 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOA01H3Y20165AUG16,BIOA01H3Y20165,BIOA01H3Y,UTSC,AUG16,2016-08-17,50400,61200,10800,LEC01,,SW309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOA02H3Y20165AUG16,BIOA02H3Y20165,BIOA02H3Y,UTSC,AUG16,2016-08-08,50400,57600,7200,LEC01,,SW319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOB10H3F20165FJUNE16,BIOB10H3F20165F,BIOB10H3F,UTSC,JUNE16,2016-06-15,50400,61200,10800,,,"SW309, SW319, SY110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOB11H3S20165SAUG16,BIOB11H3S20165S,BIOB11H3S,UTSC,AUG16,2016-08-08,32400,43200,10800,LEC01,,"AC223, SW309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOB12H3Y20165AUG16,BIOB12H3Y20165,BIOB12H3Y,UTSC,AUG16,2016-08-11,32400,43200,10800,LEC01,,SW319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOB33H3Y20165AUG16,BIOB33H3Y20165,BIOB33H3Y,UTSC,AUG16,2016-08-09,50400,57600,7200,LEC01,,HW216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOB34H3Y20165AUG16,BIOB34H3Y20165,BIOB34H3Y,UTSC,AUG16,2016-08-19,32400,43200,10800,LEC01,,SY110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOB50H3Y20165AUG16,BIOB50H3Y20165,BIOB50H3Y,UTSC,AUG16,2016-08-10,68400,75600,7200,LEC01,,AA112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOB51H3Y20165AUG16,BIOB51H3Y20165,BIOB51H3Y,UTSC,AUG16,2016-08-15,32400,43200,10800,LEC01,,SY110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC12H3Y20165AUG16,BIOC12H3Y20165,BIOC12H3Y,UTSC,AUG16,2016-08-15,32400,39600,7200,LEC01,,HW216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC13H3Y20165AUG16,BIOC13H3Y20165,BIOC13H3Y,UTSC,AUG16,2016-08-09,50400,61200,10800,LEC30,,SW309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC15H3Y20165AUG16,BIOC15H3Y20165,BIOC15H3Y,UTSC,AUG16,2016-08-06,50400,61200,10800,LEC01,,SW309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC17H3Y20165AUG16,BIOC17H3Y20165,BIOC17H3Y,UTSC,AUG16,2016-08-17,50400,61200,10800,LEC01,,AA112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC23H3Y20165AUG16,BIOC23H3Y20165,BIOC23H3Y,UTSC,AUG16,2016-08-12,50400,61200,10800,LEC01,,MW160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOD21H3Y20165AUG16,BIOD21H3Y20165,BIOD21H3Y,UTSC,AUG16,2016-08-17,50400,61200,10800,LEC01,,AA112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOD33H3Y20165AUG16,BIOD33H3Y20165,BIOD33H3Y,UTSC,AUG16,2016-08-16,32400,43200,10800,LEC01,,HW214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BME205H1S20161APR16,BME205H1S20161,BME205H1S,UTSG,APR16,2016-04-15,34200,43200,9000,,A - F,BA 2165,,G - MC,BA 2175,,ME - TA,BA 2185,,TE - Z,BA 2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BME225H1S20161APR16,BME225H1S20161,BME225H1S,UTSG,APR16,2016-04-19,50400,59400,9000,,A - Z,SF 3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BME346H1S20161APR16,BME346H1S20161,BME346H1S,UTSG,APR16,2016-04-22,50400,59400,9000,,A - Z,BA 2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BME358H1S20161APR16,BME358H1S20161,BME358H1S,UTSG,APR16,2016-04-13,66600,75600,9000,,A - Z,BA 2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BME396H1S20161APR16,BME396H1S20161,BME396H1S,UTSG,APR16,2016-04-25,50400,59400,9000,,A - Z,SF 2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BME510H1S20161APR16,BME510H1S20161,BME510H1S,UTSG,APR16,2016-04-27,34200,43200,9000,,A - Z,SF 3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BME595H1S20161APR16,BME595H1S20161,BME595H1S,UTSG,APR16,2016-04-12,34200,43200,9000,,A - Z,BA 1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS200Y1Y20149DEC15,CAS200Y1Y20149,CAS200Y1Y,UTSG,DEC15,2015-12-15,32400,39600,7200,,,SS 2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS200Y1Y20159APR16,CAS200Y1Y20159,CAS200Y1Y,UTSG,APR16,2016-04-29,50400,61200,10800,,,WB 342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS350H1S20161APR16,CAS350H1S20161,CAS350H1S,UTSG,APR16,2016-04-19,32400,43200,10800,,,PB B150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCR199H1F20159DEC15,CCR199H1F20159,CCR199H1F,UTSG,DEC15,2015-12-17,50400,61200,10800,L0143,,DEPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCT109H5F20169DEC16,CCT109H5F20169,CCT109H5F,UTM,DEC16,2016-12-12,61200,72000,10800,,A - Q,Gym A/B,,R - Z,TFC Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCT210H5F20169DEC16,CCT210H5F20169,CCT210H5F,UTM,DEC16,2016-12-13,46800,54000,7200,,,Gym C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCT222H5F20169DEC16,CCT222H5F20169,CCT222H5F,UTM,DEC16,2016-12-10,61200,72000,10800,,,IB 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
